Observation,Clan,Animal.ID,Rank,Park,DateTime,TotalCarnivores,Speed,OverlapOffset
3795,SerenaNorth,SHRM,High,TM,2/10/2013 19:00,0,-0.091472031,0.544342524
3796,SerenaSouth,MTN,Low,TM,2/10/2013 19:00,0,1.129406649,0.748054025
3797,SerenaNorth,EMA,Low,TM,2/10/2013 20:00,0,-0.353815188,-1.033188592
3798,SerenaSouth,MTN,Low,TM,2/10/2013 20:00,0,1.18211916,-0.502845536
3799,SerenaSouth,JAVA,High,TM,2/10/2013 20:00,0,1.070353747,-1.143278941
3800,TalekWest,HEL,High,NCG,2/10/2013 20:00,0,-0.4104967,-0.782598291
3801,SerenaNorth,EMA,Low,TM,2/10/2013 21:00,0,-0.676003199,1.488141288
3802,SerenaSouth,MTN,Low,TM,2/10/2013 21:00,0,2.673926134,1.420948175
3803,SerenaSouth,TAJ,Low,TM,2/10/2013 21:00,0,0.910781474,0.385596859
3804,TalekWest,PAN,High,NCG,2/10/2013 21:00,0,1.012732178,1.633943534
3805,SerenaNorth,EMA,Low,TM,2/10/2013 22:00,0,-0.762094456,1.488141288
3806,SerenaSouth,MTN,Low,TM,2/10/2013 22:00,0,1.776960577,1.089063946
3807,SerenaNorth,EMA,Low,TM,2/10/2013 23:00,0,-0.782340698,1.083268924
3808,SerenaNorth,TNSL,Low,TM,2/10/2013 23:00,0,1.029199134,0.81452449
3809,SerenaSouth,JAVA,High,TM,2/10/2013 23:00,0,-0.143953578,-1.199206907
3810,SerenaSouth,MTN,Low,TM,2/10/2013 23:00,0,0.65318004,-0.186363758
3811,TalekWest,PAN,High,NCG,2/10/2013 23:00,0,1.850234328,0.077452974
3812,SerenaNorth,EMA,Low,TM,2/11/2013 00:00,0,-0.782977514,1.083268924
3813,SerenaSouth,JAVA,High,TM,2/11/2013 00:00,0,1.207815765,-1.227148271
3814,SerenaNorth,EMA,Low,TM,2/11/2013 01:00,0,-0.783062455,1.083268924
3815,SerenaNorth,EMA,Low,TM,2/11/2013 02:00,0,-0.064384914,1.083268924
3816,SerenaSouth,MTN,Low,TM,2/11/2013 02:00,0,-0.708100469,-1.210418834
3817,TalekWest,HEL,High,NCG,2/11/2013 02:00,0,0.600747276,0.608758919
3818,SerenaSouth,MTN,Low,TM,2/11/2013 03:00,0,-0.011668523,-1.210418834
3819,SerenaNorth,SHRM,High,TM,2/11/2013 04:00,0,-0.340956964,1.069702993
3820,SerenaNorth,EMA,Low,TM,2/11/2013 04:00,0,-0.63226334,1.240798764
3821,SerenaSouth,MTN,Low,TM,2/11/2013 04:00,0,-0.78311423,-0.864452937
3822,SerenaSouth,TAJ,Low,TM,2/11/2013 04:00,0,-0.182561897,-1.219222831
3823,TalekWest,HEL,High,NCG,2/11/2013 04:00,1,0.757742419,1.596040159
3824,TalekWest,JUNO,High,NCG,2/11/2013 04:00,0,1.06342128,1.078819657
3825,SerenaNorth,EMA,Low,TM,2/11/2013 05:00,0,-0.60873395,1.537591371
3826,SerenaSouth,MTN,Low,TM,2/11/2013 05:00,0,0.849745636,-0.864452937
3827,SerenaSouth,SLIN,High,TM,2/11/2013 05:00,0,-0.356076515,-0.285750067
3828,TalekWest,HEL,High,NCG,2/11/2013 05:00,0,-0.780622653,-1.226494244
3829,SerenaNorth,EMA,Low,TM,2/11/2013 06:00,0,-0.377915029,1.537591371
3830,SerenaNorth,HNDY,Low,TM,2/11/2013 06:00,0,0.909572665,-0.979509317
3831,SerenaSouth,MTN,Low,TM,2/11/2013 06:00,5,0.194847392,0.750463516
3832,TalekWest,PAN,High,NCG,2/11/2013 06:00,0,1.611259275,0.995734699
3833,TalekWest,HEL,High,NCG,2/11/2013 06:00,0,-0.31399391,-1.226494244
3834,SerenaNorth,EMA,Low,TM,2/11/2013 07:00,0,0.270356823,1.107109287
3835,SerenaSouth,MTN,Low,TM,2/11/2013 07:00,0,-0.783188165,1.127005403
3836,TalekWest,PAN,High,NCG,2/11/2013 07:00,0,-0.469828626,-1.224525114
3837,SerenaNorth,EMA,Low,TM,2/11/2013 08:00,0,-0.725404837,1.609960755
3838,SerenaSouth,MTN,Low,TM,2/11/2013 08:00,0,-0.677986689,1.127005403
3839,TalekWest,PAN,High,NCG,2/11/2013 08:00,0,-0.781528616,-0.34964262
3840,SerenaNorth,EMA,Low,TM,2/11/2013 09:00,0,-0.720752128,1.609960755
3841,SerenaSouth,MTN,Low,TM,2/11/2013 09:00,0,-0.676212879,1.127005403
3842,TalekWest,PAN,High,NCG,2/11/2013 09:00,0,-0.781081695,-0.34964262
3843,SerenaSouth,MTN,Low,TM,2/11/2013 17:00,0,-0.755394022,-0.128732945
3844,TalekWest,PAN,High,NCG,2/11/2013 17:00,0,-0.779834087,-0.34964262
3845,SerenaSouth,MTN,Low,TM,2/11/2013 18:00,0,0.024981269,-0.128732945
3846,TalekWest,JUNO,High,NCG,2/11/2013 18:00,0,0.623878495,-1.226494244
3847,TalekWest,PAN,High,NCG,2/11/2013 18:00,0,0.929489858,-0.34964262
3848,SerenaNorth,EMA,Low,TM,2/11/2013 19:00,0,0.796999861,1.609960755
3849,SerenaSouth,TAJ,Low,TM,2/11/2013 19:00,0,1.909009444,-1.113888454
3850,SerenaNorth,EMA,Low,TM,2/11/2013 20:00,0,-0.171275577,1.069702993
3851,TalekWest,HEL,High,NCG,2/11/2013 20:00,0,0.600484815,0.612587821
3852,TalekWest,PAN,High,NCG,2/11/2013 20:00,0,1.038725127,-0.059880718
3853,SerenaNorth,HNDY,Low,TM,2/11/2013 22:00,0,-0.570031754,0.81452449
3854,SerenaSouth,TAJ,Low,TM,2/11/2013 22:00,0,-0.134484922,-0.891362441
3855,SerenaNorth,HNDY,Low,TM,2/11/2013 23:00,0,-0.675885266,-1.049907229
3856,SerenaNorth,WAFL,High,TM,2/11/2013 23:00,0,-0.775091928,0.81452449
3857,SerenaSouth,JAVA,High,TM,2/11/2013 23:00,6,-0.45714741,1.455861285
3858,TalekWest,HEL,High,NCG,2/11/2013 23:00,0,-0.213233574,1.248319429
3859,SerenaSouth,MTN,Low,TM,2/12/2013 00:00,0,1.013467831,1.573370495
3860,SerenaSouth,JAVA,High,TM,2/12/2013 00:00,0,-0.781335331,-1.098490431
3861,SerenaSouth,BART,High,TM,2/12/2013 00:00,0,1.194273781,-0.777210097
3862,SerenaSouth,TAJ,Low,TM,2/12/2013 00:00,0,-0.782252896,-1.143278941
3863,SerenaSouth,JAVA,High,TM,2/12/2013 01:00,0,-0.007185219,-1.098490431
3864,SerenaSouth,TAJ,Low,TM,2/12/2013 01:00,0,-0.782076648,-1.143278941
3865,TalekWest,JUNO,High,NCG,2/12/2013 01:00,0,1.053195005,-1.218294359
3866,SerenaSouth,MTN,Low,TM,2/12/2013 02:00,0,-0.783776557,-1.132512501
3867,SerenaSouth,JAVA,High,TM,2/12/2013 02:00,0,-0.78151223,0.573568859
3868,SerenaSouth,TAJ,Low,TM,2/12/2013 02:00,0,-0.78406477,-1.143278941
3869,TalekWest,HEL,High,NCG,2/12/2013 02:00,0,0.151665057,1.549388257
3870,TalekWest,TILT,Low,NCG,2/12/2013 02:00,0,-0.776782454,-0.623360558
3871,SerenaSouth,MTN,Low,TM,2/12/2013 03:00,0,-0.504394556,-1.132512501
3872,SerenaSouth,TAJ,Low,TM,2/12/2013 03:00,0,-0.778451999,-1.143278941
3873,TalekWest,HEL,High,NCG,2/12/2013 03:00,0,0.917679888,-0.784201897
3874,TalekWest,TILT,Low,NCG,2/12/2013 03:00,0,-0.345900968,-0.623360558
3875,SerenaSouth,MTN,Low,TM,2/12/2013 04:00,0,0.272256593,0.128268688
3876,SerenaSouth,JAVA,High,TM,2/12/2013 04:00,0,-0.041433049,0.573568859
3877,SerenaSouth,TAJ,Low,TM,2/12/2013 04:00,0,-0.597442612,-1.143278941
3878,TalekWest,TILT,Low,NCG,2/12/2013 04:00,0,0.008596934,0.908205698
3879,TalekWest,JUNO,High,NCG,2/12/2013 06:00,0,0.012285742,0.231270162
3880,SerenaSouth,MTN,Low,TM,2/12/2013 07:00,0,-0.137973637,1.298705093
3881,SerenaSouth,JAVA,High,TM,2/12/2013 07:00,0,-0.094113807,0.573568859
3882,TalekWest,HEL,High,NCG,2/12/2013 07:00,0,-0.780358891,-1.224186936
3883,TalekWest,TILT,Low,NCG,2/12/2013 07:00,0,-0.779949549,0.191439319
3884,TalekWest,PAN,High,NCG,2/12/2013 07:00,0,-0.783188026,1.526065688
3885,SerenaSouth,MTN,Low,TM,2/12/2013 08:00,0,-0.782953659,-1.143759094
3886,SerenaSouth,TAJ,Low,TM,2/12/2013 08:00,0,-0.779822118,-1.208616146
3887,SerenaSouth,JAVA,High,TM,2/12/2013 08:00,0,-0.777645534,0.264035595
3888,TalekWest,HEL,High,NCG,2/12/2013 08:00,0,-0.780606165,-1.224186936
3889,TalekWest,JUNO,High,NCG,2/12/2013 08:00,0,-0.781387436,0.191439319
3890,TalekWest,TILT,Low,NCG,2/12/2013 08:00,0,-0.779597227,0.191439319
3891,TalekWest,PAN,High,NCG,2/12/2013 08:00,0,-0.670722039,1.526065688
3892,SerenaSouth,MTN,Low,TM,2/12/2013 09:00,0,-0.68646581,-1.143759094
3893,SerenaSouth,TAJ,Low,TM,2/12/2013 09:00,0,-0.751186365,-1.208616146
3894,SerenaSouth,JAVA,High,TM,2/12/2013 09:00,0,-0.666795766,0.264035595
3895,TalekWest,HEL,High,NCG,2/12/2013 09:00,0,-0.7760153,-1.224186936
3896,TalekWest,TILT,Low,NCG,2/12/2013 09:00,0,-0.778974596,0.191439319
3897,TalekWest,JUNO,High,NCG,2/12/2013 09:00,0,-0.780570544,0.191439319
3898,TalekWest,PAN,High,NCG,2/12/2013 09:00,0,-0.397203787,1.526065688
3899,SerenaSouth,MTN,Low,TM,2/12/2013 17:00,0,0.245588074,0.969544483
3900,SerenaSouth,TAJ,Low,TM,2/12/2013 17:00,0,-0.775958833,-1.208616146
3901,SerenaSouth,JAVA,High,TM,2/12/2013 17:00,0,-0.77838188,1.550294022
3902,TalekWest,HEL,High,NCG,2/12/2013 17:00,0,-0.428881144,-1.224186936
3903,TalekWest,TILT,Low,NCG,2/12/2013 17:00,0,-0.766854075,0.191439319
3904,TalekWest,PAN,High,NCG,2/12/2013 17:00,0,-0.781687953,-0.34964262
3905,SerenaSouth,MTN,Low,TM,2/12/2013 18:00,20,-0.28449996,1.060203469
3906,SerenaSouth,TAJ,Low,TM,2/12/2013 18:00,0,0.109814191,-1.208616146
3907,SerenaSouth,JAVA,High,TM,2/12/2013 18:00,0,0.554220864,1.550294022
3908,TalekWest,TILT,Low,NCG,2/12/2013 18:00,0,1.638684554,0.191439319
3909,TalekWest,HEL,High,NCG,2/12/2013 18:00,0,0.865992042,0.387394362
3910,TalekWest,PAN,High,NCG,2/12/2013 18:00,0,0.483332946,-0.34964262
3911,SerenaSouth,MTN,Low,TM,2/12/2013 19:00,0,0.08684364,0.354034521
3912,TalekWest,HEL,High,NCG,2/12/2013 19:00,0,0.921388426,0.146050066
3913,SerenaSouth,TAJ,Low,TM,2/12/2013 20:00,0,-0.626719233,-1.20480896
3914,SerenaSouth,TAJ,Low,TM,2/12/2013 21:00,0,-0.780882062,-1.20480896
3915,SerenaSouth,TAJ,Low,TM,2/12/2013 22:00,0,-0.66101452,-1.20480896
3916,SerenaSouth,MTN,Low,TM,2/12/2013 23:00,0,-0.772124542,0.354034521
3917,SerenaSouth,TAJ,Low,TM,2/12/2013 23:00,0,-0.780986661,-1.20480896
3918,SerenaSouth,MTN,Low,TM,2/13/2013 00:00,0,-0.7326684,0.354034521
3919,SerenaSouth,TAJ,Low,TM,2/13/2013 00:00,0,-0.477074468,-1.20480896
3920,TalekWest,HEL,High,NCG,2/13/2013 00:00,0,0.887634549,1.568981596
3921,SerenaSouth,MTN,Low,TM,2/13/2013 01:00,0,-0.711535616,0.354034521
3922,TalekWest,HEL,High,NCG,2/13/2013 01:00,0,-0.327178357,-0.773477715
3923,SerenaSouth,MTN,Low,TM,2/13/2013 02:00,0,-0.657352237,0.354034521
3924,SerenaSouth,TAJ,Low,TM,2/13/2013 03:00,0,0.651240798,0.354034521
3925,SerenaSouth,JAVA,High,TM,2/13/2013 03:00,5,1.284997801,0.750463516
3926,TalekWest,HEL,High,NCG,2/13/2013 03:00,0,-0.377664385,0.231270162
3927,SerenaSouth,TAJ,Low,TM,2/13/2013 04:00,0,-0.172130778,0.969544483
3928,SerenaSouth,SLIN,High,TM,2/13/2013 04:00,0,-0.702074665,-0.052153191
3929,TalekWest,TILT,Low,NCG,2/13/2013 04:00,0,0.48857643,-1.122294838
3930,TalekWest,PAN,High,NCG,2/13/2013 04:00,0,-0.309807949,1.595642825
3931,TalekWest,HEL,High,NCG,2/13/2013 04:00,0,0.480923237,0.387394362
3932,SerenaSouth,SLIN,High,TM,2/13/2013 05:00,0,-0.782357495,-0.052153191
3933,SerenaSouth,TAJ,Low,TM,2/13/2013 05:00,0,-0.325662565,-0.400612769
3934,TalekWest,TILT,Low,NCG,2/13/2013 05:00,0,1.349350227,-1.218294359
3935,TalekWest,PAN,High,NCG,2/13/2013 05:00,0,1.81825211,-0.265899359
3936,TalekWest,HEL,High,NCG,2/13/2013 05:00,0,-0.100184433,0.639648389
3937,SerenaSouth,SLIN,High,TM,2/13/2013 06:00,0,-0.772369978,-0.052153191
3938,SerenaSouth,MTN,Low,TM,2/13/2013 06:00,0,0.361922802,0.80857326
3939,SerenaSouth,TAJ,Low,TM,2/13/2013 06:00,0,-0.78211634,-0.864452937
3940,SerenaSouth,JAVA,High,TM,2/13/2013 06:00,0,0.749280884,-1.20480896
3941,TalekWest,PAN,High,NCG,2/13/2013 06:00,0,1.922030994,1.455466866
3942,SerenaSouth,SLIN,High,TM,2/13/2013 07:00,0,-0.409179108,-0.052153191
3943,SerenaSouth,TAJ,Low,TM,2/13/2013 07:00,0,-0.602542863,-0.864452937
3944,SerenaSouth,MTN,Low,TM,2/13/2013 07:00,0,-0.782140668,-0.057476634
3945,TalekWest,PAN,High,NCG,2/13/2013 07:00,0,-0.782043343,-0.34964262
3946,SerenaSouth,SLIN,High,TM,2/13/2013 08:00,0,-0.783972209,1.397969126
3947,SerenaSouth,TAJ,Low,TM,2/13/2013 08:00,0,-0.777265608,-1.208616146
3948,SerenaSouth,MTN,Low,TM,2/13/2013 08:00,0,-0.652580407,-0.057476634
3949,TalekWest,HEL,High,NCG,2/13/2013 08:00,0,-0.424271449,-1.224186936
3950,TalekWest,PAN,High,NCG,2/13/2013 08:00,0,-0.780947502,-0.34964262
3951,SerenaSouth,TAJ,Low,TM,2/13/2013 09:00,0,-0.783972209,-1.208616146
3952,SerenaSouth,MTN,Low,TM,2/13/2013 09:00,0,-0.753757304,-0.057476634
3953,TalekWest,PAN,High,NCG,2/13/2013 09:00,0,-0.543799535,-0.34964262
3954,SerenaSouth,MTN,Low,TM,2/13/2013 17:00,0,0.092328004,1.650557671
3955,TalekWest,HEL,High,NCG,2/13/2013 17:00,0,-0.779295645,-1.224186936
3956,TalekWest,PAN,High,NCG,2/13/2013 17:00,0,-0.70592962,-0.34964262
3957,TalekWest,HEL,High,NCG,2/13/2013 18:00,0,-0.024803417,-1.224186936
3958,TalekWest,PAN,High,NCG,2/13/2013 18:00,0,0.426943346,-0.34964262
3959,TalekWest,PAN,High,NCG,2/13/2013 19:00,0,1.102463354,0.228715966
3960,SerenaSouth,MTN,Low,TM,2/13/2013 20:00,0,0.285965842,-1.166503014
3961,TalekWest,PAN,High,NCG,2/13/2013 20:00,0,0.874217701,1.115539962
3962,SerenaSouth,MTN,Low,TM,2/13/2013 21:00,0,0.097544253,0.429806019
3963,SerenaSouth,JAVA,High,TM,2/13/2013 21:00,0,-0.773799899,0.573568859
3964,SerenaSouth,TAJ,Low,TM,2/13/2013 21:00,0,1.334858654,-1.143278941
3965,SerenaSouth,MTN,Low,TM,2/13/2013 22:00,0,3.148866834,0.686039825
3966,SerenaSouth,JAVA,High,TM,2/13/2013 22:00,0,0.194423514,0.573568859
3967,TalekWest,HEL,High,NCG,2/13/2013 22:00,0,-0.403659482,-0.016888328
3968,SerenaSouth,TAJ,Low,TM,2/13/2013 23:00,0,-0.435159129,1.246311314
3969,TalekWest,HEL,High,NCG,2/13/2013 23:00,0,0.465134572,0.487380326
3970,SerenaSouth,TAJ,Low,TM,2/14/2013 00:00,0,1.248552727,0.686039825
3971,SerenaSouth,TAJ,Low,TM,2/14/2013 01:00,0,0.068883399,0.356415368
3972,TalekWest,HEL,High,NCG,2/14/2013 01:00,0,-0.200255815,0.779468599
3973,SerenaSouth,TAJ,Low,TM,2/14/2013 02:00,0,0.008488928,-1.205001608
3974,TalekWest,HEL,High,NCG,2/14/2013 02:00,0,1.129794233,-1.172168725
3975,SerenaSouth,TAJ,Low,TM,2/14/2013 03:00,0,-0.41012002,1.543185193
3976,SerenaSouth,JAVA,High,TM,2/14/2013 03:00,0,-0.529080912,-1.20480896
3977,TalekWest,PAN,High,NCG,2/14/2013 03:00,0,-0.047707771,-0.756443989
3978,SerenaSouth,TAJ,Low,TM,2/14/2013 04:00,0,-0.574573072,-0.94455751
3979,TalekWest,HEL,High,NCG,2/14/2013 04:00,0,0.341525832,-1.223432514
3980,TalekWest,PAN,High,NCG,2/14/2013 04:00,0,-0.363978919,0.231270162
3981,SerenaSouth,BART,High,TM,2/14/2013 05:00,0,1.366728032,-1.21658158
3982,SerenaSouth,TAJ,Low,TM,2/14/2013 05:00,0,-0.780837848,-0.809992353
3983,SerenaSouth,MTN,Low,TM,2/14/2013 05:00,0,-0.134689563,-0.285750067
3984,TalekWest,JUNO,High,NCG,2/14/2013 05:00,0,-0.782686815,-0.481395794
3985,TalekWest,HEL,High,NCG,2/14/2013 05:00,0,0.520915949,-0.369201627
3986,TalekWest,PAN,High,NCG,2/14/2013 05:00,0,-0.194776006,0.833642458
3987,SerenaSouth,TAJ,Low,TM,2/14/2013 06:00,0,-0.780864949,-0.809992353
3988,SerenaSouth,MTN,Low,TM,2/14/2013 06:00,0,-0.744288763,-1.187413254
3989,TalekWest,JUNO,High,NCG,2/14/2013 06:00,0,0.208032168,-0.481395794
3990,TalekWest,HEL,High,NCG,2/14/2013 06:00,0,-0.059319955,-1.109520132
3991,TalekWest,PAN,High,NCG,2/14/2013 06:00,0,0.024388799,0.387394362
3992,SerenaSouth,BART,High,TM,2/14/2013 07:00,0,1.395937459,-1.225413954
3993,SerenaSouth,TAJ,Low,TM,2/14/2013 07:00,0,-0.783033964,-0.809992353
3994,SerenaSouth,MTN,Low,TM,2/14/2013 07:00,0,-0.783188165,-1.187413254
3995,TalekWest,TILT,Low,NCG,2/14/2013 07:00,0,-0.782121395,-1.227282537
3996,TalekWest,JUNO,High,NCG,2/14/2013 07:00,0,-0.677387232,0.778257541
3997,TalekWest,PAN,High,NCG,2/14/2013 07:00,0,-0.783049906,-0.383500809
3998,SerenaSouth,BART,High,TM,2/14/2013 08:00,0,-0.783631882,-0.985989688
3999,SerenaSouth,TAJ,Low,TM,2/14/2013 08:00,0,-0.546434747,-0.809992353
4000,SerenaSouth,MTN,Low,TM,2/14/2013 08:00,0,-0.774854163,-1.187413254
4001,TalekWest,TILT,Low,NCG,2/14/2013 08:00,0,-0.750246738,-1.227282537
4002,TalekWest,HEL,High,NCG,2/14/2013 08:00,0,-0.770779119,-1.111255483
4003,TalekWest,PAN,High,NCG,2/14/2013 08:00,0,-0.783316906,-0.383500809
4004,SerenaSouth,BART,High,TM,2/14/2013 09:00,0,-0.77426367,-0.985989688
4005,SerenaSouth,TAJ,Low,TM,2/14/2013 09:00,0,-0.783389671,-1.143278941
4006,SerenaSouth,MTN,Low,TM,2/14/2013 09:00,0,-0.780419436,-1.187413254
4007,TalekWest,TILT,Low,NCG,2/14/2013 09:00,0,-0.777035675,-1.227282537
4008,TalekWest,HEL,High,NCG,2/14/2013 09:00,0,-0.779550342,-1.111255483
4009,TalekWest,PAN,High,NCG,2/14/2013 09:00,0,-0.779892545,-0.383500809
4010,SerenaSouth,MTN,Low,TM,2/14/2013 17:00,0,-0.782827746,-0.643371643
4011,TalekWest,TILT,Low,NCG,2/14/2013 17:00,0,-0.781691,-0.695934368
4012,TalekWest,HEL,High,NCG,2/14/2013 17:00,0,-0.778883628,-1.111255483
4013,TalekWest,PAN,High,NCG,2/14/2013 17:00,0,-0.783004703,-0.383500809
4014,SerenaSouth,BART,High,TM,2/14/2013 18:00,0,1.369678706,-1.103642418
4015,SerenaSouth,MTN,Low,TM,2/14/2013 18:00,0,-0.780098615,-0.643371643
4016,TalekWest,TILT,Low,NCG,2/14/2013 18:00,0,-0.213529822,-0.695934368
4017,TalekWest,HEL,High,NCG,2/14/2013 18:00,0,-0.774773102,-1.111255483
4018,TalekWest,PAN,High,NCG,2/14/2013 18:00,0,-0.420556283,-0.383500809
4019,SerenaSouth,BART,High,TM,2/14/2013 19:00,0,1.890948707,-1.227148271
4020,SerenaSouth,MTN,Low,TM,2/14/2013 19:00,0,-0.661914747,-0.643371643
4021,TalekWest,HEL,High,NCG,2/14/2013 19:00,0,0.649507973,-1.111255483
4022,SerenaSouth,MTN,Low,TM,2/14/2013 20:00,0,0.069505768,-1.17935027
4023,SerenaSouth,BART,High,TM,2/14/2013 21:00,0,2.04690959,-1.132512501
4024,SerenaSouth,TAJ,Low,TM,2/14/2013 21:00,0,-0.119380084,-0.057476634
4025,TalekWest,MGTA,High,NCG,2/14/2013 21:00,0,1.649904247,-0.348381554
4026,SerenaSouth,BART,High,TM,2/14/2013 22:00,0,-0.305088477,1.246311314
4027,TalekWest,PAN,High,NCG,2/14/2013 22:00,0,1.53193038,-0.441155347
4028,TalekWest,HEL,High,NCG,2/14/2013 22:00,0,-0.470143932,1.077025391
4029,SerenaSouth,JAVA,High,TM,2/14/2013 23:00,0,0.746372222,0.573568859
4030,TalekWest,HEL,High,NCG,2/14/2013 23:00,0,1.142725246,0.756194029
4031,SerenaSouth,JAVA,High,TM,2/15/2013 00:00,0,0.033982949,-1.052151219
4032,SerenaSouth,JAVA,High,TM,2/15/2013 01:00,0,-0.049883705,0.906350972
4033,TalekWest,JUNO,High,NCG,2/15/2013 02:00,0,-0.358121759,1.318128789
4034,SerenaSouth,TAJ,Low,TM,2/15/2013 03:00,0,-0.010479224,1.267181126
4035,SerenaSouth,MTN,Low,TM,2/15/2013 03:00,0,2.207229056,-0.645889829
4036,TalekWest,JUNO,High,NCG,2/15/2013 03:00,0,-0.782044438,0.837183176
4037,SerenaSouth,TAJ,Low,TM,2/15/2013 04:00,0,-0.116107718,0.942099587
4038,TalekWest,JUNO,High,NCG,2/15/2013 04:00,0,0.038659509,0.837183176
4039,SerenaSouth,TAJ,Low,TM,2/15/2013 05:00,0,0.427620732,0.264035595
4040,SerenaSouth,JAVA,High,TM,2/15/2013 05:00,0,-0.038945204,0.573568859
4041,TalekWest,JUNO,High,NCG,2/15/2013 05:00,0,2.60661218,1.269304659
4042,TalekWest,HEL,High,NCG,2/15/2013 05:00,0,0.010328339,0.032728552
4043,SerenaSouth,MTN,Low,TM,2/15/2013 06:00,0,1.526502888,0.103930749
4044,TalekWest,JUNO,High,NCG,2/15/2013 06:00,0,1.352797538,1.455466866
4045,TalekWest,HEL,High,NCG,2/15/2013 06:00,0,2.194012378,0.768760007
4046,TalekWest,TILT,Low,NCG,2/15/2013 06:00,0,0.785348379,-0.782893987
4047,SerenaSouth,MTN,Low,TM,2/15/2013 07:00,5,-0.783102827,0.750463516
4048,TalekWest,HEL,High,NCG,2/15/2013 07:00,0,0.079193313,0.212431934
4049,TalekWest,JUNO,High,NCG,2/15/2013 07:00,0,2.358770612,0.72521569
4050,TalekWest,TILT,Low,NCG,2/15/2013 07:00,0,0.899336902,1.089850353
4051,SerenaSouth,MTN,Low,TM,2/15/2013 08:00,5,-0.634437477,0.750463516
4052,TalekWest,TILT,Low,NCG,2/15/2013 08:00,0,-0.203753278,-0.782893987
4053,TalekWest,PAN,High,NCG,2/15/2013 08:00,0,1.553604552,1.68848398
4054,SerenaSouth,MTN,Low,TM,2/15/2013 09:00,0,-0.772222061,1.485484958
4055,TalekWest,HEX,Low,NCG,2/15/2013 09:00,0,-0.782493387,1.633943534
4056,TalekWest,TILT,Low,NCG,2/15/2013 09:00,0,-0.737777366,-1.222510839
4057,TalekWest,PAN,High,NCG,2/15/2013 09:00,0,-0.734602101,-0.369462058
4058,SerenaSouth,MTN,Low,TM,2/15/2013 17:00,0,-0.746743966,1.485484958
4059,TalekWest,TILT,Low,NCG,2/15/2013 17:00,0,-0.77858954,-1.222510839
4060,TalekWest,PAN,High,NCG,2/15/2013 17:00,0,-0.772918632,-0.369462058
4061,SerenaSouth,MTN,Low,TM,2/15/2013 18:00,0,0.838379319,-0.806625833
4062,TalekWest,HEL,High,NCG,2/15/2013 18:00,0,-0.525199216,-1.109795921
4063,TalekWest,JUNO,High,NCG,2/15/2013 18:00,0,-0.454211424,0.833642458
4064,TalekWest,TILT,Low,NCG,2/15/2013 18:00,0,-0.627576438,-1.222510839
4065,TalekWest,PAN,High,NCG,2/15/2013 18:00,0,0.288427377,-0.369462058
4066,TalekWest,HEL,High,NCG,2/15/2013 19:00,0,-0.143858281,-0.280861185
4067,TalekWest,JUNO,High,NCG,2/15/2013 19:00,0,1.107165999,-1.223432514
4068,TalekWest,PAN,High,NCG,2/15/2013 19:00,0,3.20064476,1.433234653
4069,TalekWest,TILT,Low,NCG,2/15/2013 20:00,0,-0.026696729,1.465528636
4070,SerenaSouth,MTN,Low,TM,2/15/2013 21:00,0,0.472904155,0.919230124
4071,SerenaSouth,TAJ,Low,TM,2/15/2013 21:00,0,1.118081993,-1.01985091
4072,SerenaSouth,MTN,Low,TM,2/15/2013 22:00,5,-0.755431744,0.750463516
4073,TalekWest,PAN,High,NCG,2/15/2013 22:00,0,-0.030720581,-1.224020135
4074,SerenaSouth,MTN,Low,TM,2/15/2013 23:00,5,-0.355814029,0.750463516
4075,TalekWest,JUNO,High,NCG,2/15/2013 23:00,0,0.651088215,0.779468599
4076,TalekWest,HEL,High,NCG,2/15/2013 23:00,0,-0.706742459,0.779468599
4077,TalekWest,HEL,High,NCG,2/16/2013 00:00,0,0.552857343,0.612587821
4078,TalekWest,JUNO,High,NCG,2/16/2013 03:00,0,-0.529171761,0.612587821
4079,TalekWest,JUNO,High,NCG,2/16/2013 04:00,0,-0.341585521,-0.378906326
4080,TalekWest,PAN,High,NCG,2/16/2013 04:00,0,0.179991202,1.055296127
4081,TalekWest,TILT,Low,NCG,2/16/2013 05:00,0,1.462280767,-0.782598291
4082,TalekWest,HEL,High,NCG,2/16/2013 06:00,0,1.695345279,-0.714296386
4083,TalekWest,PAN,High,NCG,2/16/2013 06:00,0,2.582056294,-1.226494244
4084,TalekWest,JUNO,High,NCG,2/16/2013 07:00,0,-0.76442987,-1.111255483
4085,TalekWest,HEL,High,NCG,2/16/2013 07:00,0,2.259906415,-1.224186936
4086,TalekWest,TILT,Low,NCG,2/16/2013 07:00,0,-0.781596435,0.191439319
4087,TalekWest,JUNO,High,NCG,2/16/2013 08:00,0,-0.783558137,-1.111255483
4088,TalekWest,TILT,Low,NCG,2/16/2013 08:00,0,-0.779857904,0.191439319
4089,TalekWest,HEL,High,NCG,2/16/2013 08:00,0,-0.225722519,-1.220581028
4090,TalekWest,JUNO,High,NCG,2/16/2013 09:00,0,-0.773219106,-1.111255483
4091,TalekWest,TILT,Low,NCG,2/16/2013 09:00,0,-0.78235938,0.191439319
4092,TalekWest,HEL,High,NCG,2/16/2013 09:00,0,-0.099191251,1.53703848
4093,TalekWest,PAN,High,NCG,2/16/2013 09:00,0,-0.483585129,-1.195556701
4094,TalekWest,HEL,High,NCG,2/16/2013 17:00,0,-0.765854786,-0.250500355
