Observation,Clan,Animal.ID,Rank,Park,DateTime,TotalCarnivores,Speed,OverlapOffset
82,SerenaNorth,HNDY,Low,TM,10/13/2012 22:00,0,0.003297684,0.655178097
83,SerenaNorth,TNSL,Low,TM,10/13/2012 23:00,0,0.244849196,-1.224582049
84,SerenaNorth,HNDY,Low,TM,10/13/2012 23:00,0,-0.332247386,-0.428541775
85,SerenaNorth,TNSL,Low,TM,10/14/2012 00:00,0,0.024708301,-0.603383465
86,SerenaNorth,PEEP,High,TM,10/14/2012 00:00,0,1.20631502,0.986112852
87,SerenaNorth,HNDY,Low,TM,10/14/2012 00:00,0,-0.778277205,0.957239312
88,SerenaNorth,HNDY,Low,TM,10/14/2012 01:00,0,0.126927349,0.957239312
89,SerenaNorth,TNSL,Low,TM,10/14/2012 02:00,0,-0.190780443,-0.232709091
90,SerenaNorth,PEEP,High,TM,10/14/2012 02:00,0,-0.003703008,1.56311997
91,SerenaNorth,EMA,Low,TM,10/14/2012 02:00,0,-0.187330777,0.482798039
92,SerenaNorth,HNDY,Low,TM,10/14/2012 02:00,0,0.149186384,0.521812321
93,SerenaNorth,TNSL,Low,TM,10/14/2012 03:00,0,-0.60576683,-1.144775643
94,SerenaNorth,HNDY,Low,TM,10/14/2012 03:00,0,-0.031916731,-1.101359554
95,SerenaNorth,PEEP,High,TM,10/14/2012 03:00,0,0.870467624,1.248750865
96,SerenaNorth,EMA,Low,TM,10/14/2012 03:00,0,1.033111582,-1.120253439
97,SerenaNorth,TNSL,Low,TM,10/14/2012 04:00,0,-0.009775329,-1.144775643
98,SerenaNorth,HNDY,Low,TM,10/14/2012 04:00,0,-0.710608174,-0.253713731
99,SerenaNorth,PEEP,High,TM,10/14/2012 04:00,0,0.866480382,-1.221198495
100,SerenaNorth,EMA,Low,TM,10/14/2012 04:00,0,0.869584269,-0.428541775
101,SerenaNorth,PEEP,High,TM,10/14/2012 05:00,0,-0.668089803,-1.131360732
102,SerenaNorth,WAFL,High,TM,10/14/2012 05:00,0,4.088779153,-1.131360732
103,SerenaNorth,TNSL,Low,TM,10/14/2012 05:00,0,0.187178818,0.914975692
104,SerenaNorth,HNDY,Low,TM,10/14/2012 05:00,0,-0.401650417,-0.253713731
105,SerenaNorth,PEEP,High,TM,10/14/2012 06:00,0,0.438364058,-1.131360732
106,SerenaNorth,WAFL,High,TM,10/14/2012 06:00,0,-0.739258119,-0.302068829
107,SerenaNorth,WAFL,High,TM,10/14/2012 07:00,0,-0.28852535,-0.302068829
108,SerenaNorth,WAFL,High,TM,10/14/2012 08:00,0,-0.753841138,-0.432625733
109,SerenaNorth,PEEP,High,TM,10/14/2012 08:00,0,-0.498511276,-1.226029706
110,SerenaNorth,PEEP,High,TM,10/14/2012 09:00,0,-0.78253979,-1.101359554
111,SerenaNorth,PEEP,High,TM,10/14/2012 17:00,0,-0.781696081,-1.101359554
112,SerenaNorth,EMA,Low,TM,10/14/2012 17:00,0,-0.782677276,0.644787688
113,SerenaNorth,PEEP,High,TM,10/14/2012 18:00,0,-0.312053675,-1.101359554
114,SerenaNorth,EMA,Low,TM,10/14/2012 18:00,0,-0.183969755,0.644787688
115,SerenaNorth,PEEP,High,TM,10/14/2012 19:00,0,0.478554873,0.87961612
116,SerenaNorth,PEEP,High,TM,10/14/2012 20:00,2,0.066670373,0.48192343
117,SerenaNorth,HNDY,Low,TM,10/14/2012 21:00,0,-0.667359386,0.843919948
118,SerenaNorth,PEEP,High,TM,10/14/2012 21:00,0,0.098448702,-1.208603262
119,SerenaNorth,EMA,Low,TM,10/14/2012 22:00,0,0.817560695,1.141209007
120,SerenaNorth,HNDY,Low,TM,10/14/2012 22:00,0,0.453412294,-0.257699718
121,SerenaNorth,HNDY,Low,TM,10/14/2012 23:00,0,-0.736853445,-1.208603262
122,SerenaNorth,HNDY,Low,TM,10/15/2012 00:00,0,-0.557718283,-1.208603262
123,SerenaNorth,PEEP,High,TM,10/15/2012 00:00,0,-0.759350253,-1.208603262
124,SerenaNorth,EMA,Low,TM,10/15/2012 01:00,0,-0.775872066,-1.148521388
125,SerenaNorth,WAFL,High,TM,10/15/2012 01:00,0,-0.778220857,-0.302068829
126,SerenaNorth,PEEP,High,TM,10/15/2012 01:00,0,-0.782357533,-1.208603262
127,SerenaNorth,EMA,Low,TM,10/15/2012 02:00,0,-0.771154479,-1.148521388
128,SerenaNorth,WAFL,High,TM,10/15/2012 02:00,0,-0.783402743,-0.302068829
129,SerenaNorth,PEEP,High,TM,10/15/2012 02:00,0,-0.777248144,-1.208603262
130,SerenaNorth,EMA,Low,TM,10/15/2012 03:00,0,-0.076971273,-1.148521388
131,SerenaNorth,WAFL,High,TM,10/15/2012 03:00,0,-0.77965642,-0.302068829
132,SerenaNorth,PEEP,High,TM,10/15/2012 03:00,0,-0.779302809,-1.208603262
133,SerenaNorth,WAFL,High,TM,10/15/2012 04:00,0,-0.782982484,-0.302068829
134,SerenaNorth,PEEP,High,TM,10/15/2012 04:00,0,0.445394197,-1.208603262
135,SerenaNorth,WAFL,High,TM,10/15/2012 05:00,0,-0.784066884,-0.302068829
136,SerenaNorth,TNSL,Low,TM,10/15/2012 07:00,0,1.652278262,0.631978968
137,SerenaNorth,PEEP,High,TM,10/15/2012 08:00,0,-0.781803406,-1.101359554
138,SerenaNorth,TNSL,Low,TM,10/15/2012 08:00,0,1.473510435,-1.227323123
139,SerenaNorth,PEEP,High,TM,10/15/2012 09:00,0,-0.776193043,-1.101359554
140,SerenaNorth,PEEP,High,TM,10/15/2012 17:00,0,-0.704474987,1.621475301
141,SerenaNorth,EMA,Low,TM,10/15/2012 17:00,0,-0.780737531,0.644787688
142,SerenaNorth,PEEP,High,TM,10/15/2012 18:00,0,1.51520292,-0.739744156
143,SerenaNorth,EMA,Low,TM,10/15/2012 18:00,0,-0.776610293,0.644787688
144,SerenaNorth,PEEP,High,TM,10/15/2012 19:00,0,-0.217239311,0.188856535
145,SerenaNorth,EMA,Low,TM,10/15/2012 19:00,0,0.573786753,0.644787688
146,SerenaNorth,EMA,Low,TM,10/15/2012 20:00,0,-0.237376851,0.045074102
147,SerenaNorth,PEEP,High,TM,10/15/2012 21:00,0,-0.404371606,0.702325644
148,SerenaNorth,PEEP,High,TM,10/15/2012 22:00,0,-0.074629976,0.4140748
149,SerenaNorth,PEEP,High,TM,10/15/2012 23:00,0,0.090702365,0.929780305
150,SerenaNorth,WAFL,High,TM,10/16/2012 00:00,0,0.984494685,-0.091468135
151,SerenaNorth,PEEP,High,TM,10/16/2012 00:00,0,-0.778881252,-1.224498434
152,SerenaNorth,WAFL,High,TM,10/16/2012 01:00,0,0.012075006,-0.026730163
153,SerenaNorth,PEEP,High,TM,10/16/2012 01:00,0,1.548476301,-1.224498434
154,SerenaNorth,WAFL,High,TM,10/16/2012 02:00,0,0.479992959,1.104391274
155,SerenaNorth,HNDY,Low,TM,10/16/2012 02:00,0,4.201483006,1.047903855
156,SerenaNorth,PEEP,High,TM,10/16/2012 03:00,0,-0.363262927,0.890136185
157,SerenaNorth,HNDY,Low,TM,10/16/2012 03:00,0,-0.382693545,-1.225005731
158,SerenaNorth,PEEP,High,TM,10/16/2012 04:00,0,2.185689444,1.14243629
159,SerenaNorth,HNDY,Low,TM,10/16/2012 05:00,0,0.406875029,0.058501207
160,SerenaNorth,HNDY,Low,TM,10/16/2012 06:00,0,2.915537895,1.14243629
161,SerenaNorth,PEEP,High,TM,10/16/2012 06:00,0,0.795515689,0.50932626
162,SerenaNorth,EMA,Low,TM,10/16/2012 06:00,0,0.043949046,-1.218470669
163,SerenaNorth,PEEP,High,TM,10/16/2012 07:00,0,-0.618832151,-1.101359554
164,SerenaNorth,HNDY,Low,TM,10/16/2012 07:00,0,-0.783022776,1.057042704
165,SerenaNorth,EMA,Low,TM,10/16/2012 07:00,0,-0.78260649,0.644787688
166,SerenaSouth,MTN,Low,TM,10/16/2012 07:00,0,1.280463047,-0.775380686
167,SerenaNorth,PEEP,High,TM,10/16/2012 08:00,0,-0.562821648,-1.101359554
168,SerenaNorth,HNDY,Low,TM,10/16/2012 08:00,0,-0.782252925,1.057042704
169,SerenaNorth,EMA,Low,TM,10/16/2012 08:00,0,-0.77959027,0.644787688
170,SerenaSouth,MTN,Low,TM,10/16/2012 08:00,0,-0.781614483,-1.227322965
171,SerenaNorth,PEEP,High,TM,10/16/2012 09:00,0,-0.72740511,-0.739744156
172,SerenaNorth,HNDY,Low,TM,10/16/2012 09:00,0,-0.783689832,1.057042704
173,SerenaNorth,EMA,Low,TM,10/16/2012 09:00,0,-0.780393908,0.644787688
174,SerenaSouth,MTN,Low,TM,10/16/2012 09:00,0,-0.78243536,-1.227322965
175,SerenaNorth,PEEP,High,TM,10/16/2012 17:00,8,-0.761667362,1.575288492
176,SerenaSouth,BART,High,TM,10/16/2012 17:00,0,-0.779309846,-1.19844378
177,SerenaSouth,SLIN,High,TM,10/16/2012 17:00,0,-0.701757906,-1.220566176
178,SerenaNorth,PEEP,High,TM,10/16/2012 18:00,8,0.36132105,1.575288492
179,SerenaNorth,EMA,Low,TM,10/16/2012 18:00,0,0.41163081,0.644787688
180,SerenaSouth,BART,High,TM,10/16/2012 18:00,0,-0.744250986,-1.19844378
181,SerenaSouth,SLIN,High,TM,10/16/2012 18:00,0,1.598021206,-1.220566176
182,SerenaNorth,PEEP,High,TM,10/16/2012 19:00,2,2.096895558,-0.281208929
183,SerenaNorth,EMA,Low,TM,10/16/2012 19:00,0,0.05739026,1.617953472
184,SerenaSouth,BART,High,TM,10/16/2012 19:00,0,-0.737857895,-1.19844378
185,SerenaSouth,BART,High,TM,10/16/2012 20:00,0,-0.782270685,-1.19844378
186,SerenaSouth,TAJ,Low,TM,10/16/2012 21:00,0,1.740024406,-0.602294156
187,SerenaSouth,MTN,Low,TM,10/16/2012 21:00,0,1.818227423,-0.45151645
188,SerenaSouth,BART,High,TM,10/16/2012 21:00,0,-0.776063132,-1.19844378
189,SerenaSouth,TAJ,Low,TM,10/16/2012 22:00,0,3.026053114,-0.982329532
190,SerenaSouth,MTN,Low,TM,10/16/2012 22:00,0,2.542536065,-1.224376615
191,SerenaSouth,TAJ,Low,TM,10/16/2012 23:00,0,0.568788092,-0.469238617
192,SerenaSouth,BART,High,TM,10/17/2012 01:00,0,-0.783027349,-1.19844378
193,SerenaSouth,BART,High,TM,10/17/2012 02:00,0,-0.778677093,-1.19844378
194,SerenaNorth,PEEP,High,TM,10/17/2012 03:00,0,0.561076877,1.508285784
195,SerenaSouth,BART,High,TM,10/17/2012 03:00,0,-0.78105369,-1.19844378
196,SerenaSouth,BART,High,TM,10/17/2012 04:00,0,-0.779326727,-1.19844378
197,SerenaNorth,PEEP,High,TM,10/17/2012 07:00,0,-0.751140503,1.334148581
198,SerenaNorth,TNSL,Low,TM,10/17/2012 07:00,0,-0.781376515,-0.961543153
199,SerenaNorth,PEEP,High,TM,10/17/2012 08:00,0,-0.77574813,1.334148581
200,SerenaNorth,TNSL,Low,TM,10/17/2012 08:00,0,-0.781772061,-0.961543153
201,SerenaNorth,PEEP,High,TM,10/17/2012 09:00,0,-0.765884748,1.334148581
202,SerenaNorth,TNSL,Low,TM,10/17/2012 09:00,0,-0.690579684,-0.961543153
203,SerenaNorth,EMA,Low,TM,10/17/2012 09:00,0,-0.225435088,1.617953472
204,SerenaNorth,PEEP,High,TM,10/17/2012 17:00,0,-0.207027922,1.334148581
205,SerenaNorth,TNSL,Low,TM,10/17/2012 17:00,0,-0.779623415,-0.693100538
206,SerenaNorth,PEEP,High,TM,10/17/2012 18:00,0,0.801281529,-0.454853684
207,SerenaNorth,TNSL,Low,TM,10/17/2012 18:00,0,0.365500452,-0.693100538
208,SerenaSouth,BART,High,TM,10/17/2012 18:00,0,-0.78038182,-1.19844378
209,SerenaNorth,TNSL,Low,TM,10/17/2012 19:00,0,0.685463794,-1.120253439
210,SerenaSouth,BART,High,TM,10/17/2012 19:00,0,-0.7783436,-1.19844378
211,SerenaSouth,BART,High,TM,10/17/2012 20:00,0,-0.772531352,-1.19844378
212,SerenaSouth,BART,High,TM,10/17/2012 21:00,0,-0.76673104,-1.19844378
213,SerenaNorth,TNSL,Low,TM,10/17/2012 22:00,0,-0.734729206,1.541201005
214,SerenaNorth,PEEP,High,TM,10/17/2012 22:00,0,0.816242034,1.436795393
215,SerenaNorth,WAFL,High,TM,10/17/2012 22:00,0,0.813705047,1.436795393
216,SerenaNorth,EMA,Low,TM,10/17/2012 22:00,0,2.741233562,0.997652969
217,SerenaSouth,BART,High,TM,10/17/2012 22:00,0,-0.769489,-1.19844378
218,SerenaNorth,TNSL,Low,TM,10/17/2012 23:00,0,0.651597756,1.541201005
219,SerenaNorth,PEEP,High,TM,10/17/2012 23:00,0,-0.112652989,-1.21188426
220,SerenaNorth,WAFL,High,TM,10/17/2012 23:00,0,0.238205779,0.731412318
221,SerenaSouth,BART,High,TM,10/17/2012 23:00,0,-0.769278915,-1.19844378
222,SerenaNorth,TNSL,Low,TM,10/18/2012 00:00,0,-0.416647208,1.56311997
223,SerenaNorth,PEEP,High,TM,10/18/2012 00:00,0,0.437079595,1.260513675
224,SerenaSouth,BART,High,TM,10/18/2012 00:00,0,-0.777819457,-1.19844378
225,SerenaNorth,TNSL,Low,TM,10/18/2012 01:00,0,-0.655573055,0.055022143
226,SerenaNorth,TNSL,Low,TM,10/18/2012 02:00,0,1.099588542,1.436795393
227,SerenaSouth,MTN,Low,TM,10/18/2012 02:00,0,-0.03385451,-0.516498621
228,SerenaNorth,PEEP,High,TM,10/18/2012 03:00,0,-0.070202403,0.083723989
229,SerenaNorth,TNSL,Low,TM,10/18/2012 03:00,0,0.691368409,0.652559508
230,SerenaSouth,BART,High,TM,10/18/2012 04:00,0,-0.765871794,-1.19844378
231,SerenaSouth,BART,High,TM,10/18/2012 05:00,0,-0.784066884,-1.19844378
232,SerenaNorth,WAFL,High,TM,10/18/2012 06:00,0,0.615217792,-1.223988187
233,SerenaNorth,EMA,Low,TM,10/18/2012 06:00,0,2.748474306,0.642242409
234,SerenaSouth,BART,High,TM,10/18/2012 06:00,0,-0.777181331,-1.19844378
235,SerenaNorth,PEEP,High,TM,10/18/2012 07:00,0,-0.579150633,-1.226029706
236,SerenaNorth,HNDY,Low,TM,10/18/2012 07:00,0,3.099797513,-1.031699733
237,SerenaNorth,TNSL,Low,TM,10/18/2012 07:00,0,-0.781901018,-0.961543153
238,SerenaSouth,BART,High,TM,10/18/2012 07:00,0,-0.782355817,-1.19844378
239,SerenaNorth,HNDY,Low,TM,10/18/2012 08:00,0,-0.783275224,0.262788467
240,SerenaNorth,PEEP,High,TM,10/18/2012 08:00,0,-0.782959099,-1.101359554
241,SerenaNorth,TNSL,Low,TM,10/18/2012 08:00,0,-0.781469431,-0.961543153
242,SerenaSouth,BART,High,TM,10/18/2012 08:00,0,-0.775764525,-1.19844378
243,SerenaNorth,HNDY,Low,TM,10/18/2012 09:00,0,-0.7828369,0.262788467
244,SerenaNorth,PEEP,High,TM,10/18/2012 09:00,0,-0.760536365,-1.101359554
245,SerenaNorth,TNSL,Low,TM,10/18/2012 09:00,0,-0.749044384,-0.961543153
246,SerenaSouth,BART,High,TM,10/18/2012 09:00,0,-0.781827366,-1.19844378
247,SerenaNorth,HNDY,Low,TM,10/18/2012 17:00,0,-0.615130169,0.262788467
248,SerenaNorth,PEEP,High,TM,10/18/2012 17:00,0,-0.661620684,1.621475301
249,SerenaSouth,BART,High,TM,10/18/2012 17:00,0,-0.772348203,-1.19844378
250,SerenaNorth,HNDY,Low,TM,10/18/2012 18:00,0,-0.220482302,1.581939895
251,SerenaNorth,PEEP,High,TM,10/18/2012 18:00,0,-0.5152626,-0.739744156
252,SerenaSouth,BART,High,TM,10/18/2012 18:00,0,-0.763730666,-1.19844378
253,SerenaNorth,PEEP,High,TM,10/18/2012 19:00,0,-0.783117675,-1.101359554
254,SerenaNorth,TNSL,Low,TM,10/18/2012 19:00,0,-0.304349434,-0.961543153
255,SerenaSouth,BART,High,TM,10/18/2012 19:00,0,-0.77056047,-1.19844378
256,SerenaSouth,SLIN,High,TM,10/18/2012 19:00,0,0.164279223,-0.333724313
257,SerenaNorth,PEEP,High,TM,10/18/2012 20:00,0,-0.066126776,-1.101359554
258,SerenaNorth,TNSL,Low,TM,10/18/2012 20:00,0,1.07605681,1.631667585
259,SerenaSouth,BART,High,TM,10/18/2012 20:00,0,-0.777270786,-1.19844378
260,SerenaNorth,PEEP,High,TM,10/18/2012 21:00,0,1.133601896,0.87961612
261,SerenaSouth,BART,High,TM,10/18/2012 21:00,0,-0.35112061,-1.19844378
262,SerenaNorth,WAFL,High,TM,10/18/2012 22:00,0,0.598250686,-1.223988187
263,SerenaNorth,PEEP,High,TM,10/18/2012 22:00,0,0.457818586,-1.223988187
264,SerenaNorth,PEEP,High,TM,10/18/2012 23:00,0,-0.466803751,-0.693100538
265,SerenaNorth,WAFL,High,TM,10/18/2012 23:00,0,-0.512427695,-0.693100538
266,SerenaNorth,TNSL,Low,TM,10/18/2012 23:00,0,-0.606104815,-0.693100538
267,SerenaSouth,BART,High,TM,10/18/2012 23:00,0,-0.779835005,-1.19844378
268,SerenaNorth,TNSL,Low,TM,10/19/2012 00:00,0,1.107703106,1.539417847
269,SerenaNorth,HNDY,Low,TM,10/19/2012 00:00,0,3.226726277,1.539417847
270,SerenaNorth,WAFL,High,TM,10/19/2012 00:00,0,2.997072094,0.655178097
271,SerenaNorth,PEEP,High,TM,10/19/2012 00:00,0,2.905966746,-1.176741487
272,SerenaSouth,BART,High,TM,10/19/2012 00:00,0,-0.78195035,-1.19844378
273,SerenaNorth,PEEP,High,TM,10/19/2012 01:00,0,2.079725725,0.12618421
274,SerenaNorth,HNDY,Low,TM,10/19/2012 01:00,1,1.05928498,1.114075329
275,SerenaNorth,WAFL,High,TM,10/19/2012 01:00,1,2.032887178,1.114075329
276,SerenaNorth,TNSL,Low,TM,10/19/2012 01:00,0,-0.506642645,-1.225005731
277,SerenaSouth,BART,High,TM,10/19/2012 01:00,0,-0.783080008,-1.19844378
278,SerenaSouth,SLIN,High,TM,10/19/2012 01:00,0,-0.553284011,-0.396200901
279,SerenaSouth,BART,High,TM,10/19/2012 02:00,0,-0.780313996,-1.19844378
280,SerenaSouth,SLIN,High,TM,10/19/2012 02:00,0,1.285602951,-1.213335108
281,SerenaSouth,BART,High,TM,10/19/2012 03:00,0,-0.782027684,-1.19844378
282,SerenaNorth,WAFL,High,TM,10/19/2012 04:00,0,2.072780481,1.33951128
283,SerenaSouth,BART,High,TM,10/19/2012 04:00,0,-0.78025168,-1.19844378
284,SerenaNorth,WAFL,High,TM,10/19/2012 05:00,0,1.307576072,-1.040601109
285,SerenaSouth,BART,High,TM,10/19/2012 05:00,0,-0.738677365,-1.19844378
286,SerenaNorth,TNSL,Low,TM,10/19/2012 06:00,0,1.610718115,-0.232709091
287,SerenaNorth,WAFL,High,TM,10/19/2012 06:00,2,0.353433102,-0.281208929
288,SerenaSouth,BART,High,TM,10/19/2012 06:00,0,-0.740443969,-1.19844378
289,SerenaNorth,PEEP,High,TM,10/19/2012 07:00,0,-0.766598394,-1.101359554
290,SerenaNorth,WAFL,High,TM,10/19/2012 07:00,0,-0.717392378,-1.226029706
291,SerenaNorth,TNSL,Low,TM,10/19/2012 07:00,0,-0.613308928,1.443151881
292,SerenaNorth,WAFL,High,TM,10/19/2012 08:00,0,-0.778434239,1.334148581
293,SerenaNorth,PEEP,High,TM,10/19/2012 08:00,0,-0.707916453,1.334148581
294,SerenaNorth,TNSL,Low,TM,10/19/2012 08:00,0,-0.783123824,-0.534839649
295,SerenaNorth,WAFL,High,TM,10/19/2012 09:00,0,-0.469710092,1.334148581
296,SerenaNorth,PEEP,High,TM,10/19/2012 09:00,0,-0.779791653,-1.101359554
297,SerenaNorth,TNSL,Low,TM,10/19/2012 09:00,0,-0.769287436,-0.534839649
298,SerenaNorth,EMA,Low,TM,10/19/2012 17:00,0,-0.766332683,-0.878649255
299,SerenaNorth,WAFL,High,TM,10/19/2012 17:00,0,-0.571323957,-0.739744156
300,SerenaNorth,PEEP,High,TM,10/19/2012 17:00,0,-0.779549036,-1.101359554
