"clan","year","session","num.aggs","num.ids","duration","migration","agg.rate"
"talek",2012,"t78312",25,10,51,"migration",0.0490196078431373
"talek",2012,"t78341",2,8,19,"migration",0.0131578947368421
"talek",2012,"t78800",0,1,7,"migration",0
"talek",2012,"t78858",1,5,12,"migration",0.0166666666666667
"talek",2012,"t78920",0,2,11,"migration",0
"talek",2012,"t79357",1,23,5,"no.migration",0.00869565217391304
"talek",2012,"t79432",1,11,40,"no.migration",0.00227272727272727
"talek",2012,"t79574",37,16,40,"no.migration",0.0578125
"talek",2012,"t79674",12,12,45,"no.migration",0.0222222222222222
"talek",2013,"t80207",20,29,52,"no.migration",0.013262599469496
"talek",2013,"t80376",0,2,14,"no.migration",0
"talek",2013,"t80737",1,5,6,"no.migration",0.0333333333333333
"talek",2013,"t80778",0,1,5,"no.migration",0
"talek",2013,"t80862",1,5,24,"no.migration",0.00833333333333333
"talek",2013,"t81054",1,9,29,"migration",0.00383141762452107
"talek",2013,"t81060",0,3,6,"migration",0
"talek",2013,"t81322",0,5,11,"migration",0
"talek",2013,"t81323",0,9,5,"migration",0
"talek",2013,"t81358",11,25,34,"migration",0.0129411764705882
"talek",2013,"t81450",4,7,10,"no.migration",0.0571428571428571
"talek",2013,"t81649",0,1,40,"no.migration",0
"talek",2013,"t81945",0,4,13,"no.migration",0
"talek",2013,"t81987",33,21,5,"no.migration",0.314285714285714
"talek",2013,"t82182",0,1,59,"no.migration",0
"talek",2013,"t82236",1,9,5,"no.migration",0.0222222222222222
"talek",2013,"t82339",1,6,20,"no.migration",0.00833333333333333
"talek",2013,"t82549",0,3,46,"no.migration",0
"talek",2013,"t82746",0,6,16,"migration",0
"talek",2013,"t82753",2,6,14,"migration",0.0238095238095238
"talek",2013,"t82758",0,1,7,"migration",0
"talek",2013,"t82759",5,4,19,"migration",0.0657894736842105
"talek",2013,"t82809",0,4,25,"migration",0
"talek",2013,"t82910",1,3,5,"migration",0.0666666666666667
"talek",2013,"t83021",5,12,5,"migration",0.0833333333333333
"talek",2013,"t83183",2,16,32,"migration",0.00390625
"talek",2013,"t83218",21,8,38,"migration",0.0690789473684211
"talek",2013,"t83237",27,18,51,"migration",0.0294117647058824
"talek",2013,"t83442",0,1,5,"migration",0
"talek",2013,"t83500",23,9,5,"migration",0.511111111111111
"talek",2013,"t83536",5,16,5,"migration",0.0625
"talek",2013,"t83572",0,12,10,"migration",0
"talek",2013,"t83582",16,19,5,"migration",0.168421052631579
"talek",2013,"t83686",0,7,26,"migration",0
"talek",2013,"t83687",0,1,5,"migration",0
"talek",2013,"t83795",0,1,7,"migration",0
"talek",2013,"t83823",0,1,5,"migration",0
"talek",2013,"t83852",0,1,5,"migration",0
"talek",2013,"t83907",0,3,12,"migration",0
"talek",2013,"t83936",0,4,16,"migration",0
"talek",2013,"t83963",0,1,39,"migration",0
"talek",2013,"t84196",9,17,5,"migration",0.105882352941176
"talek",2013,"t84281",0,1,5,"migration",0
"talek",2013,"t84289",26,12,5,"migration",0.433333333333333
"talek",2013,"t84291",0,1,5,"migration",0
"talek",2013,"t84380",14,6,53,"migration",0.0440251572327044
"talek",2013,"t84570",0,5,14,"no.migration",0
"talek",2013,"t84662",15,10,41,"no.migration",0.0365853658536585
"talek",2013,"t84750",1,7,7,"no.migration",0.0204081632653061
"talek",2013,"t84760",0,1,5,"no.migration",0
"talek",2013,"t84782",9,16,40,"no.migration",0.0140625
"talek",2013,"t84820",2,3,9,"no.migration",0.0740740740740741
"talek",2013,"t84847",0,6,6,"no.migration",0
"talek",2013,"t84930",91,28,5,"no.migration",0.65
"talek",2013,"t85017",2,8,42,"no.migration",0.00595238095238095
"talek",2014,"t87537",0,3,5,"migration",0
"talek",2014,"t87538",0,2,16,"migration",0
"talek",2014,"t87563",0,7,21,"migration",0
"talek",2014,"t87714",0,4,15,"migration",0
"talek",2014,"t87839",3,5,7,"migration",0.0857142857142857
"talek",2014,"t87934",0,3,9,"migration",0
"talek",2014,"t87992",4,7,35,"migration",0.0163265306122449
"talek",2014,"t88011",0,3,5,"migration",0
"talek",2014,"t88076",0,2,5,"migration",0
"talek",2014,"t88222",0,1,10,"migration",0
"talek",2014,"t85091",6,5,17,"no.migration",0.0705882352941176
"talek",2014,"t85390",0,2,19,"no.migration",0
"talek",2014,"t85451",0,2,5,"no.migration",0
"talek",2014,"t85807",0,4,5,"no.migration",0
"talek",2014,"t85888",0,3,5,"no.migration",0
"talek",2014,"t86691",0,5,6,"no.migration",0
"talek",2014,"t86797",2,5,9,"no.migration",0.0444444444444444
"talek",2014,"t86865",16,8,20,"migration",0.1
"talek",2014,"t86960",0,3,36,"migration",0
"talek",2014,"t87032",2,4,30,"migration",0.0166666666666667
"talek",2014,"t87088",0,2,5,"migration",0
"talek",2014,"t87139",0,1,5,"migration",0
"talek",2014,"t87195",0,4,19,"migration",0
"talek",2014,"t87226",0,1,5,"migration",0
"talek",2014,"t87316",0,1,57,"migration",0
"talek",2014,"t87351",0,2,7,"migration",0
"talek",2014,"t87361",0,4,13,"migration",0
"talek",2014,"t87399",7,6,37,"migration",0.0315315315315315
"talek",2014,"t87421",0,1,5,"migration",0
"talek",2014,"t87436",0,1,6,"migration",0
"talek",2014,"t85061",0,1,5,"no.migration",0
"talek",2014,"t85358",2,7,15,"no.migration",0.019047619047619
"talek",2014,"t88823",1,2,16,"no.migration",0.03125
"talek",2014,"t88865",0,2,13,"no.migration",0
"talek",2014,"t89065",0,1,6,"no.migration",0
"talek",2014,"t89282",0,1,5,"no.migration",0
"talek",2014,"t89487",0,8,5,"no.migration",0
"talek",2014,"t85656",0,28,28,"no.migration",0
"talek",2014,"t85700",7,20,5,"no.migration",0.07
"talek",2014,"t85852",0,20,19,"no.migration",0
"talek",2014,"t85944",5,21,5,"no.migration",0.0476190476190476
"talek",2014,"t85977",1,19,5,"no.migration",0.0105263157894737
"talek",2014,"t85987",0,30,5,"no.migration",0
"talek",2014,"t86015",10,7,29,"no.migration",0.0492610837438424
"talek",2014,"t86153",13,29,5,"no.migration",0.0896551724137931
"talek",2014,"t86247",5,17,27,"no.migration",0.0108932461873638
"talek",2014,"t86399",0,13,53,"no.migration",0
"talek",2014,"t86640",0,10,23,"no.migration",0
"talek",2014,"t86689",0,14,51,"no.migration",0
"talek",2014,"t86808",0,15,22,"migration",0
"talek",2014,"t86935",12,13,24,"migration",0.0384615384615385
"talek",2014,"t87097",0,16,5,"migration",0
"talek",2014,"t87242",6,8,5,"migration",0.15
"talek",2014,"t87334",5,7,38,"migration",0.018796992481203
"talek",2014,"t87353",0,7,26,"migration",0
"talek",2014,"t87411",7,19,5,"migration",0.0736842105263158
"talek",2014,"t87474",12,11,5,"migration",0.218181818181818
"talek",2014,"t87519",0,22,34,"migration",0
"talek",2014,"t87527",4,14,45,"migration",0.00634920634920635
"talek",2014,"t87565",0,5,8,"migration",0
"talek",2014,"t87674",17,19,5,"migration",0.178947368421053
"talek",2014,"t87697",6,10,28,"migration",0.0214285714285714
"talek",2014,"t87757",9,7,30,"migration",0.0428571428571429
"talek",2014,"t87773",1,8,31,"migration",0.00403225806451613
"talek",2014,"t87849",0,1,5,"migration",0
"talek",2014,"t87862",1,6,30,"migration",0.00555555555555555
"talek",2014,"t87881",9,9,35,"migration",0.0285714285714286
"talek",2014,"t88031",15,12,5,"migration",0.25
"talek",2014,"t88073",3,14,11,"migration",0.0194805194805195
"talek",2014,"t88148",0,9,23,"migration",0
"talek",2014,"t88164",26,9,5,"migration",0.577777777777778
"talek",2014,"t88166",1,8,24,"migration",0.00520833333333333
"talek",2014,"t88224",19,17,52,"migration",0.0214932126696833
"talek",2014,"t88231",0,2,8,"migration",0
"talek",2014,"t88382",1,10,22,"migration",0.00454545454545455
"talek",2014,"t88428",0,4,13,"migration",0
"talek",2014,"t88516",0,4,7,"migration",0
"talek",2014,"t88750",31,24,5,"no.migration",0.258333333333333
"talek",2014,"t88781",1,9,33,"no.migration",0.00336700336700337
"talek",2014,"t88867",18,6,36,"no.migration",0.0833333333333333
"talek",2014,"t88882",13,11,46,"no.migration",0.0256916996047431
"talek",2014,"t89097",0,7,20,"no.migration",0
"talek",2014,"t89146",20,8,5,"no.migration",0.5
"talek",2014,"t89159",16,5,55,"no.migration",0.0581818181818182
"talek",2014,"t89304",3,18,20,"no.migration",0.00833333333333333
"talek",2014,"t89313",10,13,44,"no.migration",0.0174825174825175
"talek",2014,"t89409",1,5,35,"no.migration",0.00571428571428571
"talek",2014,"t89450",13,6,5,"no.migration",0.433333333333333
"talek",2014,"t89479",48,21,5,"no.migration",0.457142857142857
"talek",2014,"t89500",0,2,22,"no.migration",0
"talek",2014,"t89513",0,1,5,"no.migration",0
"talek",2014,"t89567",2,7,14,"no.migration",0.0204081632653061
"talek",2014,"t89597",9,14,46,"no.migration",0.0139751552795031
"talek",2014,"t89633",59,12,5,"no.migration",0.983333333333333
"talek",2015,"t92259",0,1,14,"migration",0
"talek",2015,"t92390",0,2,7,"migration",0
"talek",2015,"t92431",0,3,5,"migration",0
"talek",2015,"t92438",0,6,5,"migration",0
"talek",2015,"t92442",0,3,5,"migration",0
"talek",2015,"t92908",0,4,16,"migration",0
"talek",2015,"t90745",0,3,5,"no.migration",0
"talek",2015,"t90776",1,4,8,"no.migration",0.03125
"talek",2015,"t90827",0,3,5,"no.migration",0
"talek",2015,"t91184",0,1,5,"no.migration",0
"talek",2015,"t91208",0,1,18,"no.migration",0
"talek",2015,"t91744",0,1,42,"migration",0
"talek",2015,"t91764",0,9,6,"migration",0
"talek",2015,"t91865",0,1,5,"migration",0
"talek",2015,"t91922",0,6,20,"migration",0
"talek",2015,"t91983",0,1,5,"migration",0
"talek",2015,"t92049",0,1,19,"migration",0
"talek",2015,"t92092",0,1,5,"migration",0
"talek",2015,"t91480",0,4,54,"migration",0
"talek",2015,"t90085",19,23,57,"no.migration",0.0144927536231884
"talek",2015,"t90178",0,7,10,"no.migration",0
"talek",2015,"t90454",6,7,52,"no.migration",0.0164835164835165
"talek",2015,"t90463",2,8,27,"no.migration",0.00925925925925926
"talek",2015,"t90690",0,6,17,"no.migration",0
"talek",2015,"t90858",7,14,25,"no.migration",0.02
"talek",2015,"t91147",0,33,5,"no.migration",0
"talek",2015,"t91240",0,15,44,"no.migration",0
"talek",2015,"t91483",0,3,22,"migration",0
"talek",2015,"t91670",0,13,5,"migration",0
"talek",2015,"t91678",0,5,5,"migration",0
"talek",2015,"t91682",0,6,18,"migration",0
"talek",2015,"t92042",0,7,50,"migration",0
"talek",2015,"t92144",0,12,17,"migration",0
"talek",2015,"t92233",0,17,52,"migration",0
"talek",2015,"t92313",0,25,47,"migration",0
"talek",2015,"t92436",0,9,10,"migration",0
"talek",2015,"t92466",0,17,24,"migration",0
"talek",2015,"t92476",0,15,31,"migration",0
"talek",2015,"t92581",0,3,29,"migration",0
"talek",2015,"t92584",0,10,5,"migration",0
"talek",2015,"t92641",0,5,5,"migration",0
"talek",2015,"t92779",0,29,5,"migration",0
"talek",2015,"t92869",0,3,43,"migration",0
"talek",2015,"t92882",0,8,5,"migration",0
"talek",2015,"t92914",0,20,51,"migration",0
"talek",2015,"t92942",0,29,46,"migration",0
"talek",2015,"t92945",0,26,45,"migration",0
"talek",2015,"t92949",0,14,5,"migration",0
"talek",2015,"t93052",0,10,24,"migration",0
"talek",2015,"t93079",0,14,35,"migration",0
"talek",2015,"t93146",0,23,5,"no.migration",0
