"id","last_updated","sample_id","eartag","name","prev_id","sex","age_class","status","first_seen","den_grad","disappeared","mom","birthdate","number_littermates","litrank","arrived_den","leave_den","fate","mortality_source","death_date","weaned","clan","park","misc_notes"
"af20","01-apr-08","","","alien female 20","","f","a","t","07-nov-98","","07-nov-98","","","","","","","u","","","","talek","tk",""
"af21","12-nov-15","","","alien female 21","vzw","f","a","t","12-nov-98","","12-nov-98","","","","","","","u","","","","talek","tk",""
"af22","01-apr-08","","","alien female 22","","f","a","t","14-nov-98","","14-nov-98","","","","","","","u","","","","talek","tk",""
"af23","01-apr-08","","","alien female 23","","f","a","t","23-nov-98","","23-nov-98","","","","","","","u","","","","talek","tk",""
"af24","","","","af24","","f","a","t","03-may-99","","03-may-99","","","","","","","u","","","","talek","tk",""
"af25","","","","af25","","f","a","t","18-jul-99","","18-jul-99","","","","","","","u","","","","talek","tk",""
"af26","","","","af26","","f","a","t","03-jul-99","","03-jul-99","","","","","","","u","","","","talek","tk",""
"af27","","","","af27","","f","a","t","20-jul-99","","20-jul-99","","","","","","","u","","","","talek","tk",""
"af28","","","","af28","","f","a","t","02-aug-99","","02-aug-99","","","","","","","u","","","","talek","tk",""
"af29","","","","af29","","f","","","02-sep-99","","","","","","","","","a","","","","","tk",""
"af30","","","","af30","","f","","","07-sep-99","","","","","","","","","a","","","","","tk",""
"af31","","","","af31","","f","","","21-oct-99","","","","","","","","","a","","","","","tk",""
"af32","","","","af32","","f","","","25-nov-99","","","","","","","","","a","","","","","tk",""
"af33","","","","af33","","f","","","19-dec-99","","","","","","","","","a","","","","","tk",""
"af34","","","","af34","","f","","","","","","","","","","","","a","","","","","tk",""
"af35","","","","af35","","f","","","07-jul-00","","","","","","","","","a","","","","","tk",""
"af36","","","","af36","","f","","","08-jul-00","","","","","","","","","a","","","","","tk",""
"af37","","","","af37","","f","","","09-jul-00","","","","","","","","","a","","","","","tk",""
"af38","","","","af38","","f","","","","","","","","","","","","a","","","","","tk",""
"af39","","","","af39","","f","","","31-oct-00","","","","","","","","","a","","","","","tk",""
"af40","","321","","af40","","f","","","07-feb-01","","","","","","","","","a","","","","","tk",""
"af41","","","","alien female 41","","f","","","01-feb-01","","","","","","","","","a","","","","","tk",""
"af42","","","","af42","","f","","","05-feb-01","","","","","","","","","a","","","","","tk",""
"af43","","","","af43","","f","","","18-feb-01","","","","","","","","","a","","","","","tk",""
"af44","","","","af44","","f","","","21-feb-01","","","","","","","","","a","","","","","tk",""
"af45","","","","af45","","f","","","25-feb-01","","","","","","","","","a","","","","","tk",""
"af46","","","","af46","","f","","","07-mar-01","","","","","","","","","a","","","","","tk",""
"af48","","","","af48","","f","","","16-mar-01","","","","","","","","","a","","","","","tk",""
"af49","","","","af49","","f","","","16-mar-01","","","","","","","","","a","","","","","tk",""
"af50","","","","af50","","f","","","16-mar-01","","","","","","","","","a","","","","","tk",""
"af51","","","","af51","","f","","","26-mar-01","","","","","","","","","a","","","","","tk",""
"af52","","","","af52","","f","","","28-mar-01","","","","","","","","","a","","","","","tk",""
"af53","","","","af53","","f","","","25-nov-99","","","","","","","","","a","","","","","tk",""
"af54","","","","alien female 54","","f","","","12-may-01","","","","","","","","","a","","","","","tk",""
"af55","","","","alien female 55","","f","","","13-may-01","","","","","","","","","a","","","","","tk",""
"af56","","","","alien female 56","","f","","","13-jun-01","","","","","","","","","a","","","","","tk",""
"af57","","","","alien female 57","","f","","","21-jun-01","","","","","","","","","a","","","","","tk",""
"af58","","","","alien female 58","","f","","","11-sep-01","","","","","","","","","a","","","","","tk",""
"af59","","","","alien female 59","","f","","","11-sep-01","","","","","","","","","a","","","","","tk",""
"af60","","","","alien female 60","","f","","","20-sep-01","","","","","","","","","a","","","","","tk",""
"af61","","","","alien female 61","","f","","","13-oct-01","","","","","","","","","a","","","","","tk",""
"af62","","","","alien female 62","","f","","","19-oct-01","","","","","","","","","a","","","","","tk",""
"af63","","","","alien female 63","","f","","","01-dec-01","","","","","","","","","a","","","","","tk",""
"af64","","","","alien female 64","","f","","","","","","","","","","","","a","","","","","tk",""
"af65","","","","alien female 65","","f","","","24-mar-02","","","","","","","","","a","","","","","tk",""
"af66","","","","alien female 66","","f","","","24-mar-02","","","","","","","","","a","","","","","tk",""
"af67","","","","alien female 67","","f","","","09-apr-02","","","","","","","","","a","","","","","tk",""
"af68","","","","alien female 68","","f","","","22-apr-02","","","","","","","","","a","","","","","tk",""
"af69","","","","alien female 69","","f","","","28-may-02","","","","","","","","","a","","","","","tk",""
"af70","","","","alien female70","","f","","","","","","","","","","","","a","","","","","",""
"af71","","","","alien female 71","","f","","","","","","","","","","","","a","","","","","",""
"af72","","","","alien female 72","","f","","","","","","","","","","","","a","","","","","",""
"af73","","","","alien female 73","","f","","","","","","","","","","","","a","","","","","",""
"af74","","","","alien female 74","","f","","","","","","","","","","","","a","","","","","",""
"af75","","","","alien female 75","","f","","","","","","","","","","","","a","","","","","",""
"af77","","","","alien female 77","","f","","","","","","","","","","","","a","","","","","",""
"af78","","","","alien female 78","","f","","","","","","","","","","","","a","","","","","",""
"af79","","","","alien female 79","","f","","","","","","","","","","","","a","","","","","",""
"af80","","","","alien female 80","","f","","","","","","","","","","","","a","","","","","",""
"af83","","","","alien female 83","","f","","","","","","","","","","","","","","","","","",""
"ag","23-sep-09","","","al gore","","f","c","r","28-feb-08","","","oscr","23-oct-07","0","","","","a","","","","mara.river","",""
"agi","","","","agassi","","","","","","","","","","","","","","a","","","","airstrip","","amboseli"
"agl","","","","angel","","","","","","","","","","","","","","a","","","","","","amboseli; lakeview clan"
"aglc","","","","angel cub","","","","","","","","","","","","","","a","","","","airstrip","","amboseli"
"agp","","99","","aged ""p""","","m","c","r","27-dec-91","18-jul-92","30-jul-95","ot","06-nov-91","0","1","","","d","","","09-apr-93","talek","tk"," dengrad calced by pat"
"ahi","12-dec-16","","","ahi","","m","c","r","16-feb-13","26-aug-13","31-jul-15","hrpy","25-jan-13","1","","","","a","","","23-oct-13","talek","tk",""
"al","01-apr-08","503","","alien 503","","u","","t","14-dec-01","","","","","","","","","a","","","","","tk",""
"al01","29-mar-08","","","alien 01","","u","a","t","29-jun-97","","29-jun-97","","","","","","","","","","","talek","tk",""
"al02","29-mar-08","","","alien 02","","u","a","t","20-apr-98","","20-apr-98","","","","","","","","","","","talek","tk",""
"al03","29-mar-08","","","alien 03","","u","a","t","11-sep-98","","11-sep-98","","","","","","","","","","","talek","tk",""
"al04","29-mar-08","","","alien 04","","u","a","t","28-sep-98","","28-sep-98","","","","","","","","","","","talek","tk",""
"al05","29-mar-08","","","alien 05","","u","a","t","04-oct-98","","04-oct-98","","","","","","","","","","","talek","tk",""
"al06","29-mar-08","","","alien 06","","u","a","t","04-oct-98","","04-oct-98","","","","","","","","","","","talek","tk",""
"al07","29-mar-08","","","alien 07","","u","a","t","04-oct-98","","04-oct-98","","","","","","","","","","","talek","tk",""
"al08","29-mar-08","","","alien 08","","u","a","t","05-oct-98","","05-oct-98","","","","","","","","","","","talek","tk",""
"al09","29-mar-08","","","alien 09","","u","a","t","05-oct-98","","05-oct-98","","","","","","","","","","","talek","tk",""
"al10","","","","alien 10","","u","a","t","07-oct-98","","07-oct-98","","","","","","","","","","","talek","tk",""
"al101","01-apr-08","","","alien 101","","","","","01-apr-01","","","","","","","","","a","","","","","tk",""
"al11","29-mar-08","","","alien 11","","u","a","t","14-oct-98","","14-oct-98","","","","","","","","","","","talek","tk",""
"al115","01-apr-08","","","alien 115","","u","","t","19-aug-01","","","","","","","","","a","","","","","tk",""
"al116","01-apr-08","","","alien 116","","u","","t","23-sep-01","","","","","","","","","a","","","","","tk",""
"al117","01-apr-08","","","alien 117","","u","","t","20-sep-01","","","","","","","","","a","","","","","tk",""
"al118","01-apr-08","","","alien 118","","u","","t","19-oct-01","","","","","","","","","a","","","","","tk",""
"al119","01-apr-08","","","alien 119","","u","","t","01-nov-01","","","","","","","","","a","","","","","tk",""
"al12","29-mar-08","","","alien 12","","u","a","t","11-oct-98","","11-oct-98","","","","","","","","","","","talek","tk",""
"al120","01-apr-08","","","alien 120","","u","","t","09-nov-01","","","","","","","","","a","","","","","tk",""
"al121","01-apr-08","","","alien 121","","u","","t","01-dec-01","","","","","","","","","a","","","","","tk",""
"al122","01-apr-08","","","alein 122","","u","","t","13-dec-01","","","","","","","","","a","","","","","tk",""
"al124","01-apr-08","","","alien 124","","u","","t","24-jan-02","","","","","","","","","a","","","","","tk",""
"al125","01-apr-08","","","alien 125","","m","","t","19-feb-02","","","","","","","","","a","","","","","tk",""
"al126","01-apr-08","","","alien 126","","u","","t","27-feb-02","","","","","","","","","a","","","","","tk",""
"al127","01-apr-08","","","alien 127","","u","","t","03-mar-02","","","","","","","","","a","","","","","tk",""
"al128","01-apr-08","","","alien 128","","u","","t","04-mar-02","","","","","","","","","a","","","","","tk",""
"al129","01-apr-08","","","alien 129","","u","","t","23-mar-02","","","","","","","","","a","","","","","tk",""
"al13","29-mar-08","","","alien 13","","u","a","t","12-oct-98","","12-oct-98","","","","","","","","","","","talek","tk",""
"al131","01-apr-08","","","alien 131","","u","","t","06-apr-02","","","","","","","","","a","","","","","tk",""
"al132","01-apr-08","","","al132","","u","","t","","","","","","","","","","a","","","","","",""
"al133","01-apr-08","","","al133","","u","","t","","","","","","","","","","a","","","","","",""
"al135","01-apr-08","","","al135","","u","","t","","","","","","","","","","a","","","","","",""
"al136","01-apr-08","","","al136","","u","","t","","","","","","","","","","a","","","","","",""
"al137","01-apr-08","","","al137","","u","","t","","","","","","","","","","a","","","","","",""
"al138","01-apr-08","","","al138","","u","","t","","","","","","","","","","a","","","","","",""
"al139","01-apr-08","","","al139","","u","","t","","","","","","","","","","a","","","","","",""
"al14","29-mar-08","","","alien 14","","u","a","t","12-oct-98","","12-oct-98","","","","","","","","","","","talek","tk",""
"al140","01-apr-08","","","al140","","u","","t","","","","","","","","","","a","","","","","",""
"al141","01-apr-08","","","al141","","u","","t","","","","","","","","","","a","","","","","",""
"al143","01-apr-08","","","al143","","u","","t","","","","","","","","","","a","","","","","",""
"al144","01-apr-08","","","al144","","u","","t","","","","","","","","","","a","","","","","",""
"al145","01-apr-08","","","al145","","u","","t","","","","","","","","","","a","","","","","",""
"al146","01-apr-08","","","alien 146","","u","","t","","","","","","","","","","a","","","","","",""
"al147","01-apr-08","","","alien 147","","u","","t","","","","","","","","","","a","","","","","",""
"al148","01-apr-08","","","alien 148","","u","","t","","","","","","","","","","a","","","","","",""
"al149","01-apr-08","","","alien 149","","u","","t","","","","","","","","","","a","","","","","",""
"al15","29-mar-08","","","alien 15","","u","a","t","12-oct-98","","12-oct-98","","","","","","","","","","","talek","tk",""
"al151","01-apr-08","","","alien 151","","u","","t","","","","","","","","","","a","","","","","",""
"al152","01-apr-08","","","alien 152","","u","","t","","","","","","","","","","a","","","","","",""
"al16","29-mar-08","","","alien 16","","u","a","t","12-oct-98","","12-oct-98","","","","","","","","","","","talek","tk",""
"al17","29-mar-08","","","alien 17","","u","a","t","13-oct-98","","13-oct-98","","","","","","","","","","","talek","tk",""
"al174","01-apr-08","","","al174","","u","","t","","","","","","","","","","a","","","","","",""
"al18","29-mar-08","","","alien 18","","u","a","t","15-oct-98","","15-oct-98","","","","","","","","","","","talek","tk",""
"al20","","","","alien 20","","u","a","t","25-oct-98","","25-oct-98","","","","","","","","","","","talek","tk",""
"al21","29-mar-08","","","alien 21","","u","a","t","26-oct-98","","26-oct-98","","","","","","","","","","","talek","tk",""
"al211","01-apr-08","","","alien 211","","u","","t","","","","","","","","","","a","","","","","",""
"al23","29-mar-08","","","alien 23","","u","a","t","02-nov-98","","02-nov-98","","","","","","","","","","","talek","tk",""
"al24","","","","alien 24","","u","a","t","03-nov-98","","03-nov-98","","","","","","","","","","","talek","tk",""
"al27","","","","alien 27","","u","a","t","07-nov-98","","07-nov-98","","","","","","","","","","","talek","tk",""
"al33","29-mar-08","","","alien 33","","u","a","t","22-nov-98","","22-nov-98","","","","","","","","","","","talek","tk",""
"al34","","","","al34","","u","s","t","06-feb-99","","06-feb-99","","","","","","","u","","","","talek","tk",""
"al35","","","","al35","","u","a","t","06-feb-99","","06-feb-99","","","","","","","u","","","","talek","tk",""
"al36","","","","al36","","u","a","t","09-feb-99","","09-feb-99","","","","","","","u","","","","talek","tk",""
"al37","","","","al37","","u","a","t","19-feb-99","","19-feb-99","","","","","","","u","","","","talek","tk",""
"al38","","","","al38","","u","a","t","14-apr-99","","14-apr-99","","","","","","","u","","","","talek","tk",""
"al39","","","","al39","","u","a","t","16-apr-99","","16-apr-99","","","","","","","u","","","","talek","tk",""
"al40","","","","al40","","u","a","t","03-may-99","","03-may-99","","","","","","","u","","","","talek","tk",""
"al41","","","","al41","","u","a","t","08-may-99","","08-may-99","","","","","","","u","","","","talek","tk",""
"al42","","","","al42","","u","a","t","08-may-99","","08-may-99","","","","","","","u","","","","talek","tk",""
"al43","","","","al43","","u","a","t","30-apr-99","","30-apr-99","","","","","","","u","","","","talek","tk",""
"al44","","","","al44","","u","a","t","20-jun-99","","20-jun-99","","","","","","","u","","","","talek","tk",""
"al45","","","","al45","","u","a","t","23-jun-99","","23-jun-99","","","","","","","u","","","","talek","tk",""
