Clan,Session,LOCATION,DAY,MONTH,YEAR,DATE,START,STOP,hyena_count,lion_count,food_present,no_intx_yes_no,numMobs,SessLength
talek,3723,o,26,1,1993,33995,6:33,9:00,17,3,0,1,NaN,147
talek,3732.11,k,1,2,1993,34001,6:30,6:54,3,2,0,1,NaN,24
talek,3739,d,4,2,1993,34004,18:22,19:15,7,1,0,0,0,53
talek,3740,o,6,2,1993,34006,6:20,8:17,15,4,0,0,3,117
talek,3761,k,9,2,1993,34009,8:25,8:30,NaN,1,1,1,NaN,5
talek,5006.2,d,24,12,1992,33962,6:46,6:51,2,3,0,1,NaN,5
talek,5208,k,25,3,1993,34053,17:00,19:11,10,1,1,0,1,131
talek,5237,k,5,4,1993,34064,6:33,7:45,29,2,1,0,4,72
talek,5253,d,11,4,1993,34070,17:42,19:00,NaN,NaN,0,0,NaN,78
talek,5271,k,18,4,1993,34077,6:15,8:38,36,NaN,1,0,0,143
talek,5304,k,29,4,1993,34088,6:25,7:22,32,2,1,0,1,57
talek,5319,o,16,5,1993,34105,6:20,6:25,NaN,NaN,0,0,NaN,5
talek,5320,k,16,5,1993,34105,6:50,9:00,21,2,1,0,0,130
talek,5326,c,19,5,1993,34108,17:59,19:00,NaN,NaN,1,0,0,61
talek,5360,k,2,6,1993,34122,6:25,7:37,22,2,1,1,NaN,72
talek,5379,o,9,6,1993,34129,17:41,18:40,NaN,NaN,0,0,NaN,59
talek,5432,o,17,5,1993,34106,6:18,6:42,3,1,0,1,NaN,24
talek,5612,k,31,7,1993,34181,6:32,7:42,25,2,1,0,0,70
talek,5650,k,29,7,1993,34179,7:10,9:20,2,5,1,0,0,130
talek,5683,d,6,8,1993,34187,17:42,18:25,5,1,0,0,0,43
talek,5728,k,29,7,1993,34179,6:33,8:07,5,9,1,0,0,94
talek,5747,k,1,8,1993,34182,6:40,7:20,4,3,1,0,0,40
talek,5825,c,6,8,1993,34187,7:00,7:14,1,3,1,1,NaN,14
talek,6038,k,10,9,1993,34222,6:25,7:40,NaN,NaN,0,0,NaN,75
talek,6074,d,18,9,1993,34230,6:40,7:13,NaN,NaN,0,0,NaN,33
talek,6081,d,20,9,1993,34232,6:24,7:25,NaN,NaN,0,0,NaN,61
talek,6086,k,21,9,1993,34233,6:30,9:32,30,4,1,0,4,182
talek,6106,k,24,9,1993,34236,8:19,8:40,5,2,1,0,0,21
talek,6107,o,24,9,1993,34236,17:38,18:58,17,3,0,0,5,80
talek,6108,d,25,9,1993,34237,6:15,6:57,8,1,0,1,0,42
talek,6165,d,9,10,1993,34251,6:45,7:03,NaN,NaN,0,0,NaN,18
talek,6177,k,19,10,1993,34261,6:20,6:55,NaN,NaN,0,0,NaN,35
talek,6228,d,17,11,1993,34290,5:53,7:15,30,7,0,0,0,82
talek,6233,d,17,11,1993,34290,18:09,18:30,3,7,0,1,NaN,21
talek,6419,d,31,12,1993,34334,6:30,8:10,8,1,0,0,0,100
talek,6433,c,13,1,1994,34347,6:25,7:15,7,1,1,1,NaN,50
talek,6452,o,18,1,1994,34352,7:18,7:49,13,1,0,0,2,31
talek,6461,k,20,1,1994,34354,7:19,7:29,5,1,1,1,0,10
talek,6564,o,17,2,1994,34382,7:46,8:15,20,3,0,0,3,29
talek,6626,k,25,3,1994,34418,6:54,7:37,4,4,1,0,0,43
talek,6665,o,2,4,1994,34426,6:38,7:28,8,6,0,0,0,50
talek,6679,o,3,4,1994,34427,7:48,7:59,7,5,0,1,NaN,11
talek,6699,o,4,4,1994,34428,8:36,9:15,2,1,0,0,0,39
talek,6748,o,17,4,1994,34441,7:09,7:14,1,7,0,1,NaN,5
talek,6776,o,22,4,1994,34446,6:35,6:45,5,4,0,1,NaN,10
talek,6840,k,28,4,1994,34452,15:09,15:14,1,6,1,1,NaN,5
talek,6946,o,7,5,1994,34461,7:26,7:31,1,5,0,1,NaN,5
talek,6977,d,18,5,1994,34472,17:30,18:34,1,2,0,1,0,64
talek,7081,o,29,5,1994,34483,6:35,7:35,10,1,0,0,2,60
talek,7219,d,16,6,1994,34501,17:50,17:55,3,NaN,0,1,NaN,5
talek,7228,k,17,6,1994,34502,7:58,9:51,9,2,1,0,2,113
talek,7242,k,19,6,1994,34504,7:20,7:25,2,1,0,1,NaN,5
talek,7598,k,19,7,1994,34534,19:07,20:35,20,1,1,0,0,88
talek,7969,k,16,9,1994,34593,7:11,9:19,9,2,1,1,NaN,128
talek,8012,d,27,9,1994,34604,6:13,8:08,20,2,0,0,0,115
talek,8195,k,18,10,1994,34625,7:08,9:50,11,4,1,0,0,162
talek,8358,d,28,12,1994,34696,6:23,6:56,4,2,0,1,0,33
talek,8427,k,10,2,1995,34740,9:24,9:53,1,1,1,0,0,29
talek,8431,k,10,2,1995,34740,18:00,18:54,22,1,1,0,0,54
talek,8449.4,o,15,2,1995,34745,7:53,7:58,2,3,0,1,NaN,5
talek,8450,k,15,2,1995,34745,8:12,9:23,16,2,1,1,NaN,71
talek,8558,c,19,2,1995,34749,7:29,7:48,1,2,1,0,0,19
talek,8580,o,7,3,1995,34765,19:00,19:31,17,1,0,0,6,31
talek,8581,k,8,3,1995,34766,9:06,10:20,10,12,1,0,0,74
talek,8626,n,25,3,1995,34783,9:03,9:14,2,2,0,0,0,11
talek,8626.1,d,25,3,1995,34783,19:10,19:15,1,1,0,1,NaN,5
talek,8642.12,k,9,4,1995,34798,6:50,6:55,1,2,1,1,NaN,5
talek,8685,k,27,5,1995,34846,6:35,8:10,16,9,1,1,0,95
talek,8689.1,o,28,5,1995,34847,18:05,18:36,18,4,0,1,NaN,31
talek,8699,k,3,6,1995,34853,6:50,10:43,16,8,1,0,7,233
talek,8710.23,o,10,6,1995,34860,8:14,8:19,1,1,0,1,NaN,5
talek,8755,c,12,7,1995,34892,8:05,8:47,6,1,1,1,0,42
talek,8784.4,o,25,7,1995,34905,6:46,7:04,10,3,0,1,NaN,18
talek,8784.5,o,25,7,1995,34905,7:07,7:12,1,2,0,0,0,5
talek,8820,k,24,8,1995,34935,6:15,6:38,22,1,1,0,1,23
talek,8856,o,12,9,1995,34954,18:30,18:40,3,1,0,0,0,10
talek,8895,k,30,9,1995,34972,6:40,7:55,22,1,1,0,0,75
talek,8967.7,k,16,11,1995,35019,17:50,17:57,4,2,1,1,NaN,7
talek,8968,k,16,11,1995,35019,18:21,18:58,25,2,1,0,4,37
talek,9001,c,3,12,1995,35036,7:00,8:27,16,5,1,0,5,87
talek,9008.11,o,10,12,1995,35043,8:25,8:47,1,5,1,1,NaN,22
talek,9025,k,24,12,1995,35057,6:32,9:05,24,2,1,1,0,153
talek,9052,k,17,1,1996,35081,6:35,6:55,26,3,1,0,0,20
talek,9098.3,o,19,2,1996,35114,8:04,8:13,3,1,0,1,NaN,9
talek,9106,k,25,2,1996,35120,6:35,7:32,12,3,1,0,0,57
talek,9110.2,o,6,3,1996,35130,8:17,8:22,2,1,0,0,0,5
talek,9114,k,8,3,1996,35132,7:28,8:30,20,4,1,0,1,62
talek,9116.14,o,11,3,1996,35135,6:30,6:35,NaN,NaN,0,0,NaN,5
talek,9116.15,d,11,3,1996,35135,6:34,6:39,1,2,0,1,NaN,5
talek,9117,d,11,3,1996,35135,6:36,6:59,15,1,1,0,0,23
talek,9118,d,11,3,1996,35135,18:07,18:50,16,3,0,0,0,43
talek,9132.2,o,22,3,1996,35146,7:30,7:45,2,1,0,0,0,15
talek,9140,d,26,3,1996,35150,8:17,8:37,7,1,1,0,0,20
talek,9149.1,d,6,4,1996,35161,18:53,18:58,2,1,0,1,NaN,5
talek,9161.11,d,15,4,1996,35170,18:46,18:51,1,2,0,1,NaN,5
talek,9162,o,15,4,1996,35170,18:50,19:11,2,2,0,0,NaN,21
talek,9166,o,17,4,1996,35172,6:40,7:26,3,1,0,0,0,46
talek,9171,k,20,4,1996,35175,6:40,7:25,18,2,1,0,0,45
talek,9179,o,3,5,1996,35188,17:53,18:36,9,3,0,1,NaN,43
talek,9180,k,4,5,1996,35189,6:25,7:14,30,2,1,0,0,49
talek,9185,m,9,5,1996,35194,6:31,6:57,6,1,0,0,0,26
talek,9199,k,26,5,1996,35211,7:00,7:30,25,1,1,1,0,30
talek,9199.9,o,27,5,1996,35212,6:50,6:55,NaN,NaN,0,0,NaN,5
talek,9209.3,o,3,6,1996,35219,7:50,7:55,NaN,NaN,0,0,NaN,5
talek,9212.7,d,4,6,1996,35220,18:37,18:45,6,0,0,1,NaN,8
talek,9213.14,o,5,6,1996,35221,7:08,7:13,5,3,0,1,NaN,5
talek,9214,c,6,6,1996,35222,6:35,7:02,5,3,1,1,0,27
talek,9219,k,10,6,1996,35226,18:38,19:18,17,NaN,1,0,NaN,40
talek,9220,o,11,6,1996,35227,6:25,7:13,12,1,0,0,0,48
talek,9223.5,c,13,6,1996,35229,17:38,17:43,NaN,NaN,0,0,NaN,5
talek,9228.4,d,15,6,1996,35231,17:48,17:53,NaN,NaN,0,0,NaN,5
talek,9404,k,19,6,1996,35235,6:00,6:05,1,2,1,1,NaN,5
talek,9408,o,19,6,1996,35235,7:03,7:08,1,1,0,1,NaN,5
talek,9409,c,19,6,1996,35235,7:12,7:17,5,2,1,1,NaN,5
talek,9574,k,24,6,1996,35240,17:53,18:27,5,1,1,0,0,34
talek,9688,k,29,6,1996,35245,6:20,6:30,6,3,1,1,0,10
talek,9794,k,9,7,1996,35255,6:19,8:08,23,3,1,0,2,109
talek,9846,m,11,7,1996,35257,18:20,18:56,11,3,0,0,0,36
talek,9888,k,14,7,1996,35260,6:46,7:25,21,3,1,0,0,39
talek,9975,o,19,7,1996,35265,17:36,18:11,6,3,0,1,NaN,35
talek,10175,d,27,7,1996,35273,6:15,6:20,23,1,0,0,2,5
talek,10674,d,2,9,1996,35310,6:38,7:30,11,0,0,1,NaN,52
talek,10682,k,4,9,1996,35312,19:15,19:55,21,1,1,0,0,40
talek,10693,d,8,9,1996,35316,6:42,7:25,13,0,1,1,NaN,43
talek,10704,k,11,9,1996,35319,8:56,10:08,NaN,NaN,0,0,NaN,72
talek,10705,k,12,9,1996,35320,6:21,7:53,21,1,1,0,0,92
talek,10723.13,k,17,9,1996,35325,7:20,7:25,3,1,1,1,NaN,5
talek,10748,o,29,9,1996,35337,18:06,18:48,15,2,0,1,0,42
talek,10753.2,o,2,10,1996,35340,17:46,17:51,NaN,NaN,0,0,NaN,5
talek,10764.11,o,6,10,1996,35344,6:42,6:47,1,1,0,1,NaN,5
talek,10764.2,k,6,10,1996,35344,8:28,8:40,2,1,1,0,0,12
talek,10764.5,o,6,10,1996,35344,6:56,8:14,1,3,0,0,0,78
talek,10764.7,o,6,10,1996,35344,6:13,6:18,NaN,NaN,0,0,NaN,5
talek,10765,o,6,10,1996,35344,18:40,18:45,1,3,0,1,NaN,5
talek,10776.11,o,10,10,1996,35348,6:07,6:12,NaN,NaN,0,0,NaN,5
talek,10785,k,12,10,1996,35350,18:08,18:52,15,4,1,0,1,44
talek,10790.14,k,14,10,1996,35352,7:26,7:31,8,4,1,1,NaN,5
talek,10790.4,o,14,10,1996,35352,6:58,7:03,NaN,NaN,0,0,NaN,5
talek,10807,k,18,10,1996,35356,6:05,7:08,8,2,1,0,0,63
talek,10847,k,26,10,1996,35364,6:07,9:05,29,1,1,0,2,178
talek,10897,k,12,11,1996,35381,5:51,6:31,4,3,1,0,0,40
talek,10913.1,o,15,11,1996,35384,8:42,9:05,1,2,0,1,NaN,23
talek,10917,m,16,11,1996,35385,6:22,7:28,2,1,0,1,NaN,66
talek,10941.3,k,24,11,1996,35393,9:11,9:16,1,4,1,1,NaN,5
talek,10946.3,k,26,11,1996,35395,9:05,9:10,NaN,NaN,0,0,NaN,5
talek,11022,o,18,12,1996,35417,6:10,8:51,15,NaN,1,0,0,161
talek,11030,d,21,12,1996,35420,6:30,7:10,4,2,0,0,0,40
talek,11080,o,4,1,1997,35434,6:34,8:23,9,2,1,0,0,109
talek,11103.1,o,10,1,1997,35440,7:28,7:33,NaN,NaN,0,0,NaN,5
talek,11103.2,o,10,1,1997,35440,7:42,8:12,3,5,0,1,NaN,30
talek,11128,k,18,1,1997,35448,6:44,8:26,27,1,1,0,0,102
talek,11163.2,m,4,2,1997,35465,7:16,7:22,2,2,0,0,0,6
talek,11163.4,m,4,2,1997,35465,7:30,7:42,2,1,0,1,NaN,12
talek,11172.1,k,8,2,1997,35469,8:38,9:18,4,3,1,1,NaN,40
talek,11175,k,9,2,1997,35470,6:35,7:20,26,2,1,0,0,45
talek,11235,k,3,3,1997,35492,6:26,7:00,19,3,1,1,0,34
talek,11259,d,8,3,1997,35497,6:23,7:24,16,1,0,0,1,61
talek,11396.2,k,21,4,1997,35541,18:32,18:39,NaN,2,1,0,0,7
talek,11408,k,27,4,1997,35547,6:23,7:04,6,2,1,0,0,41
talek,11417.2,k,30,4,1997,35550,7:47,8:02,20,1,1,0,2,15
talek,11582,m,20,5,1997,35570,7:13,7:29,5,3,0,1,0,16
talek,11588,o,21,5,1997,35571,7:59,8:04,1,3,0,1,NaN,5
talek,11649,o,28,5,1997,35578,6:29,6:44,1,2,0,1,0,15
talek,11656.3,m,30,5,1997,35580,6:33,6:38,2,3,0,1,NaN,5
talek,11661.4,o,30,5,1997,35580,18:01,18:06,1,3,0,1,NaN,5
talek,11668.1,o,31,5,1997,35581,17:35,17:40,NaN,NaN,0,0,NaN,5
talek,11751,m,6,6,1997,35587,6:55,7:09,3,3,0,0,0,14
talek,11891,k,13,6,1997,35594,6:43,7:30,5,1,1,0,0,47
talek,11943.1,o,16,6,1997,35597,8:05,8:10,1,1,0,1,NaN,5
talek,12172,o,1,7,1997,35612,7:53,7:58,1,3,0,0,0,5
talek,12214,k,2,7,1997,35613,6:00,7:00,7,10,1,0,0,60
talek,12433,o,9,7,1997,35620,7:38,7:43,1,2,0,1,NaN,5
talek,12504,d,12,7,1997,35623,6:28,7:39,6,2,0,1,0,71
talek,12927,m,26,7,1997,35637,7:50,8:19,2,2,0,0,0,29
talek,12939,k,26,7,1997,35637,7:14,8:00,8,3,1,0,0,46
talek,13099,k,3,8,1997,35645,7:01,7:37,32,1,1,0,0,36
talek,13101,k,3,8,1997,35645,6:31,6:59,19,1,1,0,1,28
talek,13174,k,8,8,1997,35650,6:43,7:19,29,1,1,0,0,36
talek,13347,k,29,8,1997,35671,7:00,7:22,27,0,1,0,NaN,22
talek,13412.2,o,5,9,1997,35678,6:31,6:36,1,1,0,1,NaN,5
talek,13434,m,7,9,1997,35680,6:18,6:35,17,NaN,0,0,NaN,17
talek,13436,k,7,9,1997,35680,7:04,7:20,5,1,1,0,0,16
talek,13536,k,15,9,1997,35688,6:35,8:08,13,8,1,0,0,93
talek,14018,o,13,11,1997,35747,17:52,18:05,5,1,0,1,NaN,13
talek,14470.8,k,3,1,1998,35798,6:59,7:09,10,16,1,0,0,10
talek,14471.4,k,3,1,1998,35798,7:34,7:55,9,NaN,1,1,NaN,21
talek,14480.6,k,6,1,1998,35801,6:19,6:24,6,1,0,1,NaN,5
talek,14581,o,28,1,1998,35823,8:19,8:26,1,1,0,1,NaN,7
talek,14626,o,2,2,1998,35828,6:56,7:08,3,4,0,1,0,12
talek,14632,k,3,2,1998,35829,7:10,8:01,5,2,1,0,0,51
talek,14687.2,o,14,2,1998,35840,18:35,18:40,1,1,0,1,NaN,5
talek,14743,k,27,2,1998,35853,18:29,18:50,10,1,1,0,0,21
talek,14802.1,o,18,3,1998,35872,7:47,8:00,1,1,0,1,NaN,13
talek,14815,k,20,3,1998,35874,7:49,8:02,3,2,0,1,NaN,13
talek,14998.1,o,17,6,1998,35963,6:08,6:23,6,14,0,1,NaN,15
talek,15042.2,o,27,6,1998,35973,18:41,18:53,6,7,0,1,0,12
talek,15074.1,o,6,7,1998,35982,6:19,6:24,3,1,1,0,0,5
talek,15089.3,k,9,7,1998,35985,8:08,8:13,3,NaN,1,1,NaN,5
talek,15102.2,o,12,7,1998,35988,18:01,18:06,4,NaN,0,1,NaN,5
talek,15103.1,o,12,7,1998,35988,18:41,19:08,14,14,0,0,4,27
talek,15106,k,13,7,1998,35989,7:36,7:53,5,2,1,0,1,17
talek,15170,c,28,7,1998,36004,7:03,8:06,5,1,0,0,0,63
talek,15257.4,o,18,8,1998,36025,7:12,7:17,1,1,1,0,0,5
talek,15304.2,o,9,9,1998,36047,6:35,6:40,5,1,0,0,1,5
talek,15357,k,2,10,1998,36070,6:34,8:03,19,8,1,0,5,89
talek,15382,c,6,10,1998,36074,6:28,6:43,4,2,1,1,0,15
talek,15398.4,o,10,10,1998,36078,7:26,7:31,1,5,0,1,NaN,5
talek,15465,k,25,10,1998,36093,5:59,6:52,29,6,1,0,0,53
talek,15467.1,c,25,10,1998,36093,18:28,19:25,22,6,1,0,1,57
talek,15488,o,30,10,1998,36098,6:05,7:16,17,8,1,0,1,71
talek,15491.1,o,31,10,1998,36099,6:23,6:28,2,5,0,1,NaN,5
talek,15668,k,10,11,1998,36109,6:10,7:23,19,2,1,0,0,73
talek,15675,o,10,11,1998,36109,18:01,18:17,5,NaN,0,1,NaN,16
talek,15682,o,10,11,1998,36109,18:50,19:00,12,NaN,0,1,NaN,10
talek,15703,k,11,11,1998,36110,7:13,7:41,7,3,1,1,NaN,28
talek,15756,k,14,11,1998,36113,6:37,7:06,18,1,1,1,0,29
talek,15766,k,21,11,1998,36120,6:03,6:54,22,2,1,1,0,51
talek,15821,o,24,11,1998,36123,6:52,6:58,2,5,0,0,0,6
talek,15881,k,28,11,1998,36127,6:01,6:09,3,1,1,0,0,8
talek,16309,k,17,12,1998,36146,6:33,7:30,13,1,1,0,0,57
talek,16391,k,22,12,1998,36151,5:52,6:37,15,9,1,0,0,45
talek,16441,o,24,12,1998,36153,6:33,6:38,1,1,0,1,NaN,5
talek,16522,k,28,12,1998,36157,18:10,18:15,3,NaN,1,1,NaN,5
talek,16676,k,6,1,1999,36166,7:18,8:24,10,3,1,0,2,66
talek,16794,o,16,1,1999,36176,8:11,8:16,2,2,0,1,NaN,5
talek,16814,o,25,1,1999,36185,6:52,6:57,4,3,0,1,0,5
talek,16815,k,25,1,1999,36185,7:32,7:44,9,1,1,1,NaN,12
talek,16847,o,27,1,1999,36187,7:55,8:33,22,7,0,0,0,38
talek,17071,o,12,2,1999,36203,8:19,8:24,1,NaN,0,1,NaN,5
talek,17151,o,17,2,1999,36208,19:12,19:17,NaN,NaN,0,0,NaN,5
talek,17246,o,25,2,1999,36216,19:01,19:13,3,1,0,1,0,12
talek,17418,k,9,3,1999,36228,7:15,7:27,12,NaN,1,1,0,12
talek,17492,k,17,3,1999,36236,6:46,7:49,32,3,1,0,1,63
talek,17679,k,14,4,1999,36264,6:51,7:22,12,4,1,0,0,31
talek,17789,c,20,4,1999,36270,17:46,18:26,12,8,1,0,1,40
talek,17926,o,27,4,1999,36277,6:37,6:43,4,11,0,1,NaN,6
talek,17955,c,28,4,1999,36278,6:50,7:48,2,11,0,1,NaN,58
talek,18010,k,1,5,1999,36281,7:58,8:30,17,10,1,0,0,32
talek,18128,o,7,5,1999,36287,7:05,7:10,6,4,0,1,NaN,5
talek,18204,o,11,5,1999,36291,6:36,6:41,1,2,0,1,NaN,5
talek,18344,k,22,5,1999,36302,7:17,7:42,9,1,1,1,0,25
talek,18410,o,26,5,1999,36306,6:48,7:36,16,2,0,0,0,48
talek,18412,k,26,5,1999,36306,7:59,8:23,4,5,1,1,0,24
talek,18473,n,31,5,1999,36311,6:36,7:03,14,1,0,1,0,27
talek,18492,o,1,6,1999,36312,6:39,6:44,2,5,0,1,NaN,5
talek,18522,o,2,6,1999,36313,7:22,7:40,6,2,0,1,NaN,18
talek,18574,k,6,6,1999,36317,7:46,8:00,3,2,1,1,NaN,14
talek,18707,d,14,6,1999,36325,6:36,8:16,20,1,0,0,3,100
talek,18739,k,16,6,1999,36327,8:02,8:19,NaN,NaN,0,0,NaN,17
talek,19165,k,22,7,1999,36363,7:34,7:39,3,3,1,1,NaN,5
talek,19178,k,23,7,1999,36364,7:51,8:26,4,4,1,0,0,35
talek,19185,k,24,7,1999,36365,6:50,7:11,9,1,1,1,0,21
talek,19244,c,29,7,1999,36370,6:11,8:00,9,1,0,1,0,109
talek,19317,c,3,8,1999,36375,6:29,7:13,5,2,1,0,0,44
talek,19357,k,5,8,1999,36377,6:29,7:32,22,6,1,0,3,63
talek,19366,k,6,8,1999,36378,6:41,7:52,11,2,1,0,0,71
talek,19570,k,18,8,1999,36390,6:22,7:30,16,3,1,0,1,68
talek,19572,k,18,8,1999,36390,7:30,8:45,16,2,1,0,2,75
talek,19682,m,3,9,1999,36406,6:49,7:51,16,4,0,0,2,62
talek,19859,o,17,9,1999,36420,8:42,8:53,9,2,0,1,NaN,11
talek,19926,k,23,9,1999,36426,6:11,7:08,13,1,1,0,2,57
talek,19957,k,26,9,1999,36429,6:08,6:28,9,1,1,1,0,20
talek,20602,o,19,11,1999,36483,7:17,7:22,2,2,0,1,NaN,5
talek,20815,k,29,1,1995,34728,6:51,8:48,15,1,1,0,3,117
talek,20952,o,3,3,1995,34761,18:14,19:25,2,1,0,0,0,71
talek,21041,k,3,12,1999,36497,6:30,7:25,29,NaN,1,1,0,55
talek,21104,k,6,12,1999,36500,6:42,6:54,5,1,1,0,0,12
talek,21136,k,8,12,1999,36502,6:11,7:38,31,4,1,0,9,87
talek,21311,k,18,12,1999,36512,7:01,8:05,16,4,1,0,0,64
talek,21313,d,18,12,1999,36512,8:29,8:34,1,3,0,1,NaN,5
talek,21378,d,22,12,1999,36516,6:13,6:38,24,1,0,0,1,25
talek,21379,k,22,12,1999,36516,6:42,6:48,8,5,1,1,NaN,6
talek,21390,d,23,12,1999,36517,6:09,7:06,34,3,0,0,0,57
talek,21394,k,23,12,1999,36517,18:04,18:56,24,1,1,0,0,52
talek,21409,c,24,12,1999,36518,7:22,7:27,2,1,1,1,NaN,5
talek,21410,k,24,12,1999,36518,7:25,7:30,3,2,1,1,NaN,5
talek,21418,k,25,12,1999,36519,6:41,6:56,17,1,1,0,1,15
talek,21437,o,26,12,1999,36520,6:32,6:50,3,3,0,1,0,18
talek,21458,k,27,12,1999,36521,6:41,7:08,14,1,1,1,NaN,27
talek,21522,o,31,12,1999,36525,6:40,7:06,9,NaN,0,1,0,26
talek,21654,o,7,1,2000,36532,18:12,18:17,1,2,0,1,NaN,5
talek,21742,o,24,1,2000,36549,18:52,18:57,1,1,0,0,0,5
talek,21764,o,26,1,2000,36551,7:43,8:01,4,3,0,1,NaN,18
talek,21844,k,31,1,2000,36556,7:36,8:00,7,2,1,1,NaN,24
talek,21906,o,5,2,2000,36561,6:24,6:29,4,2,0,1,NaN,5
talek,22025,k,12,2,2000,36568,18:22,18:27,2,1,1,1,NaN,5
talek,22087,o,16,2,2000,36572,18:31,19:23,13,2,0,0,1,52
talek,22162.1,o,21,2,2000,36577,18:07,18:12,1,2,0,1,NaN,5
talek,22191,o,23,2,2000,36579,7:30,7:57,10,5,0,1,NaN,27
talek,22209,o,24,2,2000,36580,18:40,19:17,11,1,0,0,2,37
talek,22278,k,12,3,2000,36597,6:43,7:01,10,1,1,0,0,18
talek,22367,k,19,3,2000,36604,7:03,8:50,25,NaN,1,0,0,107
talek,22529,k,6,4,2000,36622,19:05,19:26,16,3,1,0,2,21
talek,22543,k,8,4,2000,36624,6:49,7:43,20,6,1,0,1,54
talek,22551,o,8,4,2000,36624,18:27,18:53,6,2,0,0,0,26
talek,22876,c,27,4,2000,36643,6:35,6:46,18,2,1,1,0,11
talek,23112,o,17,5,2000,36663,6:44,6:51,2,4,0,1,NaN,7
talek,23142,o,19,5,2000,36665,18:16,18:21,1,3,0,1,NaN,5
talek,23212,k,24,5,2000,36670,6:59,7:46,20,NaN,1,1,NaN,47
talek,23314,o,3,6,2000,36680,6:53,6:58,1,8,0,1,NaN,5
talek,23357,k,6,6,2000,36683,7:04,7:23,25,2,1,1,0,19
talek,23381,k,8,6,2000,36685,6:22,6:53,22,2,1,0,0,31
talek,23688,k,7,7,2000,36714,6:08,8:04,37,4,1,0,0,116
talek,24594,k,18,9,2000,36787,6:48,6:53,2,NaN,1,0,0,5
talek,25402,o,6,12,2000,36866,7:43,7:49,1,2,0,0,0,6
talek,25814,d,10,1,2001,36901,6:26,6:37,5,2,0,1,NaN,11
talek,25815,o,10,1,2001,36901,6:40,6:53,3,NaN,0,1,NaN,13
talek,26390,d,12,3,2001,36962,6:08,6:32,14,NaN,0,1,NaN,24
talek,26440,o,15,3,2001,36965,6:44,6:51,3,NaN,0,1,NaN,7
talek,26717,o,4,4,2001,36985,19:46,19:51,3,3,0,1,NaN,5
talek,27017,k,2,5,2001,37013,18:10,19:16,20,NaN,1,1,NaN,66
talek,27189,o,12,5,2001,37023,6:44,7:22,11,1,0,0,0,38
talek,27233,k,15,5,2001,37026,7:17,7:55,1,5,1,0,0,38
talek,27237,d,15,5,2001,37026,18:42,19:32,3,2,0,1,0,50
,,,,,,,,,,,,,,
,554.375,1.857590116,,,,,,,,,,,,
talek,27256,o,17,5,2001,37028,7:26,7:33,1,5,0,1,NaN,7
talek,27353,k,23,5,2001,37034,7:34,7:39,4,1,1,1,NaN,5
talek,27425,k,27,5,2001,37038,6:46,8:06,22,2,1,0,2,80
talek,27743,o,12,6,2001,37054,8:03,8:08,1,NaN,0,1,NaN,5
talek,27770,k,13,6,2001,37055,7:24,7:37,22,6,1,0,0,13
talek,27824,o,15,6,2001,37057,5:51,6:00,8,5,0,0,0,9
talek,27847,o,15,6,2001,37057,19:04,19:09,2,5,0,1,NaN,5
talek,27947,o,21,6,2001,37063,6:19,6:24,1,5,0,1,NaN,5
talek,28037,k,26,6,2001,37068,6:54,8:27,17,3,1,0,1,93
talek,28126,k,3,7,2001,37075,6:01,6:55,7,3,1,0,0,54
talek,28215,o,9,7,2001,37081,6:55,7:00,3,2,0,1,NaN,5
talek,28354,k,24,7,2001,37096,6:22,7:17,9,NaN,1,0,1,55
talek,28506,k,1,8,2001,37104,19:47,20:36,15,2,1,0,5,49
talek,28662,k,19,8,2001,37122,5:51,6:50,23,4,1,1,0,59
talek,28843,o,29,8,2001,37132,7:20,7:28,3,1,0,1,NaN,8
talek,28870,d,31,8,2001,37134,5:45,6:25,4,1,0,0,1,40
talek,29087,o,16,9,2001,37150,7:40,7:45,1,1,0,1,NaN,5
talek,29174,k,20,9,2001,37154,7:02,7:07,1,NaN,1,1,NaN,5
talek,29177,k,20,9,2001,37154,7:56,9:01,23,3,1,0,4,65
talek,29615,k,26,10,2001,37190,6:25,6:30,1,9,1,1,0,5
talek,29720,k,3,11,2001,37198,6:51,6:56,5,4,1,0,0,5
talek,29724,o,3,11,2001,37198,7:21,7:40,5,7,0,1,NaN,19
talek,29853,k,10,11,2001,37205,18:28,18:40,2,3,1,1,NaN,12
talek,29863,o,11,11,2001,37206,6:29,6:45,8,3,0,1,0,16
talek,29936,o,17,11,2001,37212,6:42,7:07,24,NaN,0,0,2,25
talek,29940,k,17,11,2001,37212,7:53,8:13,17,3,1,0,0,20
talek,30255,k,1,12,2001,37226,18:45,19:31,20,4,1,0,0,46
talek,30458,k,12,12,2001,37237,7:29,7:51,13,NaN,1,1,NaN,22
talek,30553.1,o,21,12,2001,37246,6:50,6:55,2,3,0,1,NaN,5
talek,30553.161,o,25,12,2001,37250,18:38,18:44,1,8,0,1,NaN,6
talek,30553.49,k,18,12,2001,37243,7:58,8:15,2,14,1,1,NaN,17
talek,30553.5,k,17,12,2001,37242,6:04,6:19,18,8,1,0,0,15
talek,30553.73,o,19,12,2001,37244,7:20,7:27,10,8,0,1,NaN,7
talek,30637,k,8,1,2002,37264,7:18,7:25,4,NaN,0,1,NaN,7
talek,30804,k,22,1,2002,37278,6:15,6:20,4,6,1,1,NaN,5
