ID,Year,Month,BiMonth,YearBiMonth,StudyBiMonth,Transect,TotalPrey,TotalMigratory,TotalResidents,Richness,Shannon,Evenness,Thomsons,Impala,Zebra,Gnu,Topi,Hartebeast,Warthog,Grants,Buffalo,Hippo,Giraffe,Springbok,Duiker,Ostrich,Eland,Elephant,Oribi,Reedbuck,Waterbuck,Baboons,Bushbuck,Other
203,1993,3,2,6,126,WHIGH,3,0,3,2,0.636514168,0.209068641,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,1993,3,2,6,126,WLOW,267,1,266,4,0.750169833,0.246399837,174,0,0,1,86,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,
205,1993,4,1,7,127,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,1993,4,1,7,127,WLOW,162,10,152,7,0.823203141,0.270388265,127,1,8,2,17,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
207,1993,4,2,8,128,WHIGH,94,37,57,3,0.753109689,0.247365459,57,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
208,1993,4,2,8,128,WLOW,103,0,103,4,0.768407612,0.252390195,78,6,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
209,1993,5,1,9,129,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,1993,5,1,9,129,WLOW,78,0,78,4,0.973704396,0.319821718,43,4,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
211,1993,5,2,10,130,WHIGH,545,543,2,3,0.026785133,0.008797811,0,0,543,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
212,1993,5,2,10,130,WLOW,162,32,130,4,1.102229061,0.362036767,56,2,32,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,1993,6,1,11,131,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,1993,6,1,11,131,WLOW,242,0,242,4,0.456514825,0.149946284,215,16,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
215,1993,6,2,12,132,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,1993,6,2,12,132,WLOW,633,397,236,6,0.885208579,0.290754493,195,30,0,397,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
217,1993,7,1,13,133,WHIGH,105,99,6,3,0.244778877,0.080399761,0,0,99,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
218,1993,7,1,13,133,WLOW,155,22,133,3,0.92760868,0.304681177,39,0,22,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
219,1993,7,2,14,134,WHIGH,2984,2981,3,4,0.257900984,0.084709832,2,1,204,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,1993,7,2,14,134,WLOW,301,248,53,5,1.133974733,0.372463911,36,0,86,162,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
221,1993,8,1,15,135,WHIGH,77,68,9,2,0.360668472,0.118464711,0,0,0,68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
222,1993,8,1,15,135,WLOW,36,5,31,4,0.803575875,0.263941518,27,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
223,1993,8,2,16,136,WHIGH,10,0,10,,,,9,0,0,0,1,0,,,,,,,,,,,,,,,,0
224,1993,8,2,16,136,WLOW,76,0,76,,,,56,2,0,0,18,0,,,,,,,,,,,,,,,,0
225,1993,9,1,17,137,WHIGH,862,850,12,,,,10,2,131,719,0,0,,,,,,,,,,,,,,,,0
226,1993,9,1,17,137,WLOW,185,91,94,,,,66,1,8,83,27,0,,,,,,,,,,,,,,,,0
227,1993,9,2,18,138,WHIGH,129,92,37,,,,29,0,79,13,8,0,,,,,,,,,,,,,,,,0
228,1993,9,2,18,138,WLOW,493,449,44,,,,23,13,55,394,8,0,,,,,,,,,,,,,,,,0
229,1993,10,1,19,139,WHIGH,151,140,11,,,,7,0,13,127,4,0,,,,,,,,,,,,,,,,0
230,1993,10,1,19,139,WLOW,50,32,18,,,,16,0,28,4,2,0,,,,,,,,,,,,,,,,0
231,1993,10,2,20,140,WHIGH,61,30,31,,,,27,0,0,30,4,0,,,,,,,,,,,,,,,,0
232,1993,10,2,20,140,WLOW,55,22,33,,,,16,16,14,8,1,0,,,,,,,,,,,,,,,,0
233,1993,11,1,21,141,WHIGH,4,0,4,,,,4,0,0,0,0,0,,,,,,,,,,,,,,,,0
234,1993,11,1,21,141,WLOW,20,5,15,,,,10,0,5,0,5,0,,,,,,,,,,,,,,,,0
235,1993,11,2,22,142,WHIGH,64,0,64,,,,46,0,0,0,0,0,,,,,,,,,,,,,,,,18
236,1993,11,2,22,142,WLOW,35,0,35,,,,20,15,0,0,0,0,,,,,,,,,,,,,,,,0
237,1993,12,1,23,143,WHIGH,47,0,47,,,,45,0,0,0,2,0,,,,,,,,,,,,,,,,0
238,1993,12,1,23,143,WLOW,20,0,20,,,,20,0,0,0,0,0,,,,,,,,,,,,,,,,0
239,1993,12,2,24,144,WHIGH,120,3,117,4,0.875113059,0.287438532,76,36,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
240,1993,12,2,24,144,WLOW,76,0,76,2,0.242608856,0.079686999,71,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
241,1994,1,1,1,145,WHIGH,34,0,34,,,,34,0,0,0,0,0,,,,,,,,,,,,,,,,0
242,1994,1,1,1,145,WLOW,46,4,42,,,,31,0,4,0,11,0,,,,,,,,,,,,,,,,0
243,1994,1,2,2,146,WHIGH,522,387,135,,,,91,37,9,378,0,0,,,,,,,,,,,,,,,,7
244,1994,1,2,2,146,WLOW,356,6,350,,,,286,6,0,6,24,0,,,,,,,,,,,,,,,,34
245,1994,2,1,3,147,WHIGH,232,156,76,,,,50,1,37,119,22,0,,,,,,,,,,,,,,,,3
246,1994,2,1,3,147,WLOW,313,36,277,,,,244,4,14,22,10,0,,,,,,,,,,,,,,,,19
247,1994,2,2,4,148,WHIGH,75,5,70,,,,53,0,5,0,16,0,,,,,,,,,,,,,,,,1
248,1994,2,2,4,148,WLOW,86,0,86,,,,75,0,0,0,6,0,,,,,,,,,,,,,,,,5
249,1994,3,1,5,149,WHIGH,417,0,417,,,,351,1,0,0,53,0,,,,,,,,,,,,,,,,12
250,1994,3,1,5,149,WLOW,108,0,108,,,,97,0,0,0,7,0,,,,,,,,,,,,,,,,4
251,1994,3,2,6,150,WHIGH,84,0,84,,,,44,7,0,0,24,0,,,,,,,,,,,,,,,,9
252,1994,3,2,6,150,WLOW,204,0,204,,,,180,2,0,0,18,0,,,,,,,,,,,,,,,,4
253,1994,4,1,7,151,WHIGH,35,0,35,,,,12,0,0,0,23,0,,,,,,,,,,,,,,,,0
254,1994,4,1,7,151,WLOW,163,6,157,,,,143,0,0,6,14,0,,,,,,,,,,,,,,,,0
255,1994,4,2,8,152,WHIGH,160,0,160,,,,159,0,0,0,1,0,,,,,,,,,,,,,,,,0
256,1994,4,2,8,152,WLOW,711,5,706,,,,631,62,0,5,13,0,,,,,,,,,,,,,,,,0
257,1994,5,1,9,153,WHIGH,14,4,10,,,,0,0,0,4,6,4,,,,,,,,,,,,,,,,0
258,1994,5,1,9,153,WLOW,350,0,350,,,,319,0,0,0,31,0,,,,,,,,,,,,,,,,0
259,1994,5,2,10,154,WHIGH,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
260,1994,5,2,10,154,WLOW,435,0,435,3,0.220348253,0.072375309,413,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
261,1994,6,1,11,155,WHIGH,3,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
262,1994,6,1,11,155,WLOW,548,1,547,6,0.787392641,0.258625994,389,5,0,1,133,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
263,1994,6,2,12,156,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,1994,6,2,12,156,WLOW,503,0,503,4,0.256731853,0.084325821,476,7,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
265,1994,7,1,13,157,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266,1994,7,1,13,157,WLOW,777,1,776,6,0.571755145,0.187797974,675,22,0,1,35,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,
267,1994,7,2,14,158,WHIGH,34,0,34,2,0.298435813,0.098023851,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
268,1994,7,2,14,158,WLOW,439,0,439,3,0.22151091,0.072757194,415,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,
269,1994,8,1,15,159,WHIGH,7,0,7,2,0.410116318,0.134706289,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
270,1994,8,1,15,159,WLOW,149,0,149,3,0.169481565,0.055667701,144,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
271,1994,8,2,16,160,WHIGH,613,389,224,8,1.033628903,0.339504446,119,5,3,386,91,0,0,5,0,0,3,0,0,1,0,0,0,0,0,0,0,
272,1994,8,2,16,160,WLOW,202,34,168,6,0.644103125,0.2115613,161,2,0,34,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,
273,1994,9,1,17,161,WHIGH,414,292,122,7,1.114424771,0.366042555,79,3,37,255,38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
274,1994,9,1,17,161,WLOW,174,45,129,5,0.872922355,0.286718976,116,1,0,45,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
275,1994,9,2,18,162,WHIGH,40,0,40,4,0.82465978,0.270866711,29,0,0,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,
276,1994,9,2,18,162,WLOW,65,14,51,5,0.800694435,0.262995084,47,0,14,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
277,1994,10,1,19,163,WHIGH,89,60,29,7,1.399883675,0.459804026,3,1,33,27,21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,1994,10,1,19,163,WLOW,83,6,77,5,0.622735842,0.204543029,70,1,6,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,
279,1994,10,2,20,164,WHIGH,315,285,30,5,0.746132772,0.245073829,3,21,38,247,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,1994,10,2,20,164,WLOW,126,16,110,5,0.696766457,0.228859032,101,1,16,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
281,1994,11,1,21,165,WHIGH,247,226,21,4,0.363264403,0.119317368,10,1,0,226,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
282,1994,11,1,21,165,WLOW,1164,1097,67,5,0.260115355,0.085437161,51,1,0,1097,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
283,1994,11,2,22,166,WHIGH,31,0,31,2,0.239217094,0.078572945,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
284,1994,11,2,22,166,WLOW,113,11,102,5,1.241949504,0.407929168,31,1,11,0,15,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
285,1994,12,1,23,167,WHIGH,55,0,55,3,0.610951299,0.200672293,42,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
286,1994,12,1,23,167,WLOW,510,2,508,5,0.262155324,0.086107207,482,1,2,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,1994,12,2,24,168,WHIGH,253,0,253,5,0.922760593,0.303088781,178,12,0,0,42,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,1994,12,2,24,168,WLOW,520,15,505,9,0.75879346,0.249232343,401,1,14,1,88,1,2,6,0,0,0,0,0,6,0,0,0,0,0,0,0,
289,1995,1,1,1,169,WHIGH,361,16,345,5,0.904359901,0.297044912,260,0,16,0,53,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,1995,1,1,1,169,WLOW,549,9,540,5,0.563039337,0.18493519,461,0,7,2,67,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,1995,1,2,2,170,WHIGH,630,21,609,5,0.580805728,0.190770717,530,1,21,0,66,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
292,1995,1,2,2,170,WLOW,488,15,473,4,0.471886355,0.154995197,432,11,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,1995,2,1,3,171,WHIGH,394,6,388,5,0.450135952,0.147851087,352,5,6,0,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,1995,2,1,3,171,WLOW,129,13,116,6,0.798705317,0.262341741,103,2,10,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,
295,1995,2,2,4,172,WHIGH,96,10,86,4,0.843658117,0.277106881,69,0,10,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
296,1995,2,2,4,172,WLOW,253,0,253,2,0.097114712,0.031898176,248,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
297,1995,3,1,5,173,WHIGH,528,6,522,7,0.835855048,0.274543895,371,5,4,2,125,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,
298,1995,3,1,5,173,WLOW,115,0,115,3,0.606985784,0.199369785,88,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,1995,3,2,6,174,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300,1995,3,2,6,174,WLOW,479,2,477,5,0.483169693,0.158701308,415,9,0,2,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
301,1995,4,1,7,175,WHIGH,10,0,10,3,0.897945725,0.29493812,0,0,0,0,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,
302,1995,4,1,7,175,WLOW,208,0,208,2,0.220570036,0.072448156,196,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,1995,4,2,8,176,WHIGH,12,0,12,2,0.562335145,0.184703892,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,
304,1995,4,2,8,176,WLOW,458,15,443,5,0.383888101,0.126091401,420,2,15,0,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,1995,5,1,9,177,WHIGH,2,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
306,1995,5,1,9,177,WLOW,369,1,368,5,0.47524789,0.156099323,328,14,0,1,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,1995,5,2,10,178,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
308,1995,5,2,10,178,WLOW,350,4,346,7,0.670866753,0.220352048,291,3,2,2,27,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
309,1995,6,1,11,179,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,1995,6,1,11,179,WLOW,552,1,551,6,0.806999145,0.265065921,411,19,0,1,99,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,1995,6,2,12,180,WHIGH,5,0,5,2,0.500402424,0.164361549,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,
312,1995,6,2,12,180,WLOW,822,32,790,8,1.162338891,0.381780366,381,31,29,3,338,30,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,
313,1995,7,1,13,181,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,1995,7,1,13,181,WLOW,837,11,826,7,1.011554854,0.332254032,515,41,10,1,236,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,1995,7,2,14,182,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
316,1995,7,2,14,182,WLOW,639,174,465,9,1.265250024,0.415582427,357,50,8,166,14,10,2,28,0,0,4,0,0,0,0,0,0,0,0,0,0,
317,1995,8,1,15,183,WHIGH,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
318,1995,8,1,15,183,WLOW,1425,1258,167,5,0.689068655,0.226330621,139,24,113,1145,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
319,1995,8,2,16,184,WHIGH,813,801,12,3,0.342178436,0.112391498,12,0,61,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
320,1995,8,2,16,184,WLOW,236,102,134,4,0.771885643,0.253532585,130,2,0,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
321,1995,9,1,17,185,WHIGH,184,179,5,3,0.773341309,0.254010711,5,0,110,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
322,1995,9,1,17,185,WLOW,43,0,43,3,0.799429881,0.26257973,30,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,1995,9,2,18,186,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,1995,9,2,18,186,WLOW,173,134,39,5,1.02470728,0.336574061,14,0,119,15,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,1995,10,1,19,187,WHIGH,23,0,23,4,1.075027463,0.353102165,13,0,0,0,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,
326,1995,10,1,19,187,WLOW,45,17,28,6,1.777594503,0.583866448,9,0,9,8,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,1995,10,2,20,188,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328,1995,10,2,20,188,WLOW,77,19,58,6,1.48885655,0.489027945,32,10,19,0,10,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
329,1995,11,1,21,189,WHIGH,2,0,2,2,0.693147181,0.227670249,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,1995,11,1,21,189,WLOW,154,26,128,5,1.107498163,0.36376745,28,1,26,0,91,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
331,1995,11,2,22,190,WHIGH,3,0,3,2,0.636514168,0.209068641,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,1995,11,2,22,190,WLOW,110,36,74,6,1.070705771,0.351682667,62,3,0,36,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,1995,12,1,23,191,WHIGH,7,0,7,3,1.078992208,0.35440442,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,
334,1995,12,1,23,191,WLOW,65,0,65,4,0.92322564,0.303241529,43,0,0,0,12,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
335,1995,12,2,24,192,WHIGH,23,7,16,4,1.103490403,0.362451066,0,1,7,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
336,1995,12,2,24,192,WLOW,216,62,154,4,1.092576364,0.358866255,129,0,43,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
337,1996,1,1,1,193,WHIGH,41,0,41,4,0.564320521,0.185356007,35,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,
338,1996,1,1,1,193,WLOW,140,0,140,3,0.306829153,0.100780717,130,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,1996,1,2,2,194,WHIGH,33,33,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,1996,1,2,2,194,WLOW,300,4,296,6,0.615512723,0.202170533,256,9,0,4,22,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
341,1996,2,1,3,195,WHIGH,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
342,1996,2,1,3,195,WLOW,554,0,554,6,0.739335335,0.242841152,431,21,0,0,86,0,4,9,0,0,3,0,0,0,0,0,0,0,0,0,0,
343,1996,2,2,4,196,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
344,1996,2,2,4,196,WLOW,498,0,498,5,0.694825688,0.228221569,383,1,0,0,92,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,1996,3,1,5,197,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
346,1996,3,1,5,197,WLOW,612,0,612,4,0.352176978,0.115675606,556,0,0,0,48,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
347,1996,3,2,6,198,WHIGH,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
348,1996,3,2,6,198,WLOW,802,0,802,,,,748,11,0,0,33,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
349,1996,4,1,7,199,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
350,1996,4,1,7,199,WLOW,717,0,717,6,0.807160956,0.26511907,561,33,0,0,82,13,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,
351,1996,5,1,9,201,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
352,1996,5,1,9,201,WLOW,956,0,956,5,0.578351627,0.189964646,819,43,0,0,63,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,
353,1996,5,2,10,202,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
354,1996,5,2,10,202,WLOW,426,5,421,6,0.742114654,0.243754043,316,5,0,5,92,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
355,1996,6,1,11,203,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
356,1996,6,1,11,203,WLOW,283,2,281,4,0.124121878,0.040768915,277,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
357,1996,6,2,12,204,WHIGH,3586,3581,5,4,0.036801075,0.012087635,4,0,14,3567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
358,1996,6,2,12,204,WLOW,508,339,169,5,0.706591458,0.232086139,162,4,0,339,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
359,1996,7,1,13,205,WHIGH,97,42,55,5,0.874798343,0.28733516,1,0,42,0,51,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,1996,7,1,13,205,WLOW,534,7,527,7,0.240966942,0.079147698,512,5,0,7,3,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,
361,1996,7,2,14,206,WHIGH,1683,1667,16,4,0.07617082,0.025018971,15,1,5,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
362,1996,7,2,14,206,WLOW,1696,1436,260,6,0.471199881,0.154769719,246,2,0,1436,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,1996,8,1,15,207,WHIGH,440,221,219,6,1.342728074,0.44103077,128,1,164,57,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
364,1996,8,1,15,207,WLOW,657,115,542,7,0.843698509,0.277120148,493,27,10,105,1,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,
365,1996,8,2,16,208,WHIGH,1328,1262,66,2,0.197627407,0.064912449,66,0,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
366,1996,8,2,16,208,WLOW,112,20,92,4,0.760338619,0.249739864,83,0,0,20,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
367,1996,9,1,17,209,WHIGH,743,720,23,5,0.183782069,0.060364827,18,0,3,717,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
368,1996,9,1,17,209,WLOW,315,99,216,6,0.893660948,0.293530748,198,15,3,96,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
369,1996,9,2,18,210,WHIGH,78,55,23,4,0.771535716,0.253417648,19,0,0,55,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
370,1996,9,2,18,210,WLOW,199,19,180,4,0.59294228,0.194757073,165,1,19,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
371,1996,10,1,19,211,WHIGH,167,107,60,5,1.34340376,0.441252705,26,0,83,24,27,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
372,1996,10,1,19,211,WLOW,409,78,331,4,0.779964607,0.256186191,301,10,78,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
373,1996,10,2,20,212,WHIGH,174,83,91,5,1.248977917,0.410237711,55,0,80,3,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
374,1996,10,2,20,212,WLOW,581,273,308,6,1.166525059,0.38315535,285,1,169,104,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,1996,11,1,21,213,WHIGH,164,105,59,7,1.48310152,0.487137655,38,6,58,47,10,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
376,1996,11,1,21,213,WLOW,249,5,244,6,0.372930244,0.122492198,230,1,5,0,8,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
377,1996,11,2,22,214,WHIGH,168,87,81,6,1.511586286,0.496493725,42,6,32,55,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378,1996,11,2,22,214,WLOW,184,16,168,4,0.503236192,0.165292325,159,1,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
379,1996,12,1,23,215,WHIGH,135,72,63,7,1.509218767,0.495716093,44,10,31,41,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
380,1996,12,1,23,215,WLOW,563,148,415,6,0.808565931,0.265580546,391,1,5,143,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
381,1996,12,2,24,216,WHIGH,61,24,37,5,1.356671012,0.44561045,27,0,16,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
382,1996,12,2,24,216,WLOW,159,29,130,5,0.975429089,0.320388208,107,1,23,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
383,1997,1,1,1,217,WHIGH,174,2,172,7,1.191632995,0.391402271,102,6,0,2,44,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
384,1997,1,1,1,217,WLOW,175,12,163,5,0.510594276,0.167709152,153,0,0,12,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
385,1997,1,2,2,218,WHIGH,135,6,129,,,,24,0,0,6,99,5,,,,,,,,,,,,,,,,1
