ID,Year,Month,BiMonth,YearBiMonth,StudyBiMonth,Transect,TotalPrey,TotalMigratory,TotalResidents,Richness,Shannon,Evenness,Thomsons,Impala,Zebra,Gnu,Topi,Hartebeast,Warthog,Grants,Buffalo,Hippo,Giraffe,Springbok,Duiker,Ostrich,Eland,Elephant,Oribi,Reedbuck,Waterbuck,Baboons,Bushbuck,Other
386,1997,1,2,2,218,WLOW,132,3,129,,,,120,1,3,0,8,0,,,,,,,,,,,,,,,,0
387,1997,2,1,3,219,WHIGH,87,0,87,,,,11,0,0,0,66,0,,,,,,,,,,,,,,,,10
388,1997,2,1,3,219,WLOW,354,17,337,,,,268,6,13,4,56,0,,,,,,,,,,,,,,,,7
389,1997,2,2,4,220,WHIGH,105,10,95,,,,60,0,10,0,29,1,,,,,,,,,,,,,,,,5
390,1997,2,2,4,220,WLOW,296,29,267,,,,230,7,26,3,26,0,,,,,,,,,,,,,,,,4
391,1997,3,1,5,221,WHIGH,122,53,69,5,1.205521786,0.395964165,50,2,48,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
392,1997,3,1,5,221,WLOW,310,1,309,4,0.406197106,0.133418989,279,14,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
393,1997,3,2,6,222,WHIGH,208,48,160,,,,99,2,17,31,37,2,,,,,,,,,,,,,,,,20
394,1997,3,2,6,222,WLOW,327,15,312,,,,254,12,15,0,41,0,,,,,,,,,,,,,,,,5
395,1997,4,1,7,223,WHIGH,66,44,22,,,,17,0,0,44,2,0,,,,,,,,,,,,,,,,3
396,1997,4,1,7,223,WLOW,179,101,78,,,,70,2,0,101,3,0,,,,,,,,,,,,,,,,3
397,1997,4,2,8,224,WHIGH,63,1,62,,,,38,0,0,1,23,0,,,,,,,,,,,,,,,,1
398,1997,4,2,8,224,WLOW,97,0,97,,,,68,1,0,0,23,0,,,,,,,,,,,,,,,,5
399,1997,5,1,9,225,WHIGH,1,0,1,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,0
400,1997,5,1,9,225,WLOW,250,0,250,,,,177,1,0,0,72,0,,,,,,,,,,,,,,,,0
401,1997,5,2,10,226,WHIGH,3,0,3,,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,1
402,1997,5,2,10,226,WLOW,661,2,659,,,,494,16,0,2,133,16,,,,,,,,,,,,,,,,0
403,1997,6,1,11,227,WHIGH,8,0,8,,,,0,0,0,0,0,8,,,,,,,,,,,,,,,,0
404,1997,6,1,11,227,WLOW,622,43,579,,,,437,14,0,43,120,8,,,,,,,,,,,,,,,,0
405,1997,6,2,12,228,WHIGH,3,0,3,,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,1
406,1997,6,2,12,228,WLOW,377,1,376,,,,258,3,0,1,111,3,,,,,,,,,,,,,,,,1
407,1997,7,1,13,229,WHIGH,1,0,1,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,0
408,1997,7,1,13,229,WLOW,394,1,393,,,,382,2,0,1,9,0,,,,,,,,,,,,,,,,0
409,1997,7,2,14,230,WHIGH,4,0,4,,,,2,0,0,0,0,0,,,,,,,,,,,,,,,,2
410,1997,7,2,14,230,WLOW,340,52,288,,,,271,1,3,49,15,0,,,,,,,,,,,,,,,,1
411,1997,8,1,15,231,WHIGH,554,491,63,,,,53,0,131,360,3,0,,,,,,,,,,,,,,,,7
412,1997,8,1,15,231,WLOW,733,553,180,,,,165,0,1,552,14,0,,,,,,,,,,,,,,,,1
413,1997,8,2,16,232,WHIGH,312,200,112,,,,93,0,22,178,9,0,,,,,,,,,,,,,,,,10
414,1997,8,2,16,232,WLOW,46,9,37,,,,36,0,0,9,0,0,,,,,,,,,,,,,,,,1
415,1997,9,1,17,233,WHIGH,180,83,97,,,,38,1,47,36,58,0,,,,,,,,,,,,,,,,0
416,1997,9,1,17,233,WLOW,33,4,29,,,,20,6,3,1,1,1,,,,,,,,,,,,,,,,1
417,1997,9,2,18,234,WHIGH,168,98,70,,,,33,0,11,87,27,0,,,,,,,,,,,,,,,,10
418,1997,9,2,18,234,WLOW,94,74,20,,,,10,1,7,67,7,0,,,,,,,,,,,,,,,,2
419,1997,10,1,19,235,WHIGH,331,266,65,,,,30,0,4,262,32,0,,,,,,,,,,,,,,,,3
420,1997,10,1,19,235,WLOW,157,140,17,,,,15,0,0,140,2,0,,,,,,,,,,,,,,,,0
421,1997,10,2,20,236,WHIGH,57,15,42,,,,9,26,0,15,5,0,,,,,,,,,,,,,,,,2
422,1997,10,2,20,236,WLOW,9,0,9,,,,7,1,0,0,1,0,,,,,,,,,,,,,,,,0
423,1997,11,1,21,237,WHIGH,45,22,23,,,,11,0,16,6,6,1,,,,,,,,,,,,,,,,5
424,1997,11,1,21,237,WLOW,113,0,113,,,,94,1,0,0,16,0,,,,,,,,,,,,,,,,2
425,1997,11,2,22,238,WHIGH,54,3,51,,,,36,1,3,0,13,0,,,,,,,,,,,,,,,,1
426,1997,11,2,22,238,WLOW,147,1,146,,,,134,2,0,1,9,0,,,,,,,,,,,,,,,,1
427,1997,12,1,23,239,WHIGH,7,0,7,,,,5,0,0,0,0,0,,,,,,,,,,,,,,,,2
428,1997,12,1,23,239,WLOW,331,0,331,,,,286,1,0,0,40,0,,,,,,,,,,,,,,,,4
429,1997,12,2,24,240,WHIGH,43,0,43,,,,0,0,0,0,36,0,,,,,,,,,,,,,,,,7
430,1997,12,2,24,240,WLOW,407,2,405,,,,365,1,0,2,33,0,,,,,,,,,,,,,,,,6
431,1998,1,1,1,241,WHIGH,22,0,22,,,,3,0,0,0,0,0,,,,,,,,,,,,,,,,19
432,1998,1,1,1,241,WLOW,250,0,250,,,,215,1,0,0,34,0,,,,,,,,,,,,,,,,0
433,1998,1,2,2,242,WHIGH,4,0,4,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,3
434,1998,1,2,2,242,WLOW,264,0,264,,,,200,15,0,0,37,5,,,,,,,,,,,,,,,,7
435,1998,2,1,3,243,WHIGH,5,0,5,,,,0,0,0,0,5,0,,,,,,,,,,,,,,,,0
436,1998,2,1,3,243,WLOW,273,0,273,,,,235,8,0,0,18,5,,,,,,,,,,,,,,,,7
437,1998,2,2,4,244,WHIGH,2,0,2,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2
438,1998,2,2,4,244,WLOW,202,2,200,,,,142,4,0,2,39,11,,,,,,,,,,,,,,,,4
439,1998,3,1,5,245,WHIGH,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
440,1998,3,1,5,245,WLOW,589,15,574,,,,387,7,0,15,146,15,,,,,,,,,,,,,,,,19
441,1998,3,2,6,246,WHIGH,3,0,3,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,3
442,1998,3,2,6,246,WLOW,230,1,229,,,,184,2,0,1,22,0,,,,,,,,,,,,,,,,21
443,1998,4,1,7,247,WHIGH,21,0,21,2,0.598269589,0.196506875,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
444,1998,4,1,7,247,WLOW,160,1,159,5,0.400498312,0.13154717,145,1,0,1,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
445,1998,4,2,8,248,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
446,1998,4,2,8,248,WLOW,498,5,493,8,0.783883219,0.257473293,403,11,0,5,46,10,2,13,0,0,0,0,0,8,0,0,0,0,0,0,0,
447,1998,5,2,10,250,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
448,1998,5,2,10,250,WLOW,383,0,383,4,0.318056905,0.10446857,352,1,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
449,1998,6,1,11,251,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
450,1998,6,1,11,251,WLOW,85,0,85,3,0.434076946,0.142576366,75,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
451,1998,6,2,12,252,WHIGH,26,0,26,2,0.61724177,0.202738453,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,
452,1998,6,2,12,252,WLOW,422,18,404,4,0.745305192,0.244802003,328,55,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
453,1998,7,1,13,253,WHIGH,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
454,1998,7,1,13,253,WLOW,303,97,206,6,1.075668127,0.353312596,190,2,36,61,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
455,1998,7,2,14,254,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
456,1998,7,2,14,254,WLOW,452,18,434,6,0.891373364,0.292779371,327,14,14,4,82,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
457,1998,8,1,15,255,WHIGH,44,43,1,2,0.108471339,0.035628359,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
458,1998,8,1,15,255,WLOW,86,61,25,5,1.220908876,0.40101819,22,0,33,28,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
459,1998,8,2,16,256,WHIGH,419,419,0,2,0.532350887,0.174855301,0,0,94,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
460,1998,8,2,16,256,WLOW,2897,2864,33,4,0.084851777,0.027870308,1,0,9,2855,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
461,1998,9,1,17,257,WHIGH,350,347,3,4,0.163544974,0.053717776,1,0,8,339,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
462,1998,9,1,17,257,WLOW,2866,2817,49,3,0.094669042,0.031094874,40,0,0,2817,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
463,1998,9,2,18,258,WHIGH,1690,1690,0,2,0.103063048,0.033851959,0,0,36,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
464,1998,9,2,18,258,WLOW,58,34,24,4,1.354221151,0.444805771,9,0,15,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
465,1998,10,1,19,259,WHIGH,779,756,23,3,0.201364684,0.06613999,0,0,10,746,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
466,1998,10,1,19,259,WLOW,178,147,31,4,0.520870695,0.171084532,30,0,1,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
467,1998,10,2,20,260,WHIGH,22,8,14,3,0.81923,0.269083253,0,0,8,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
468,1998,10,2,20,260,WLOW,9,0,9,2,0.348832096,0.11457695,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
469,1998,11,1,21,261,WHIGH,812,703,109,5,0.918209352,0.301593886,0,0,173,530,101,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,
470,1998,11,1,21,261,WLOW,302,262,40,5,0.933000589,0.306452197,18,0,47,215,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
471,1998,11,2,22,262,WHIGH,358,252,106,5,0.919650327,0.302067187,0,0,236,16,88,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,
472,1998,11,2,22,262,WLOW,19,0,19,4,0.94304567,0.309751591,13,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
473,1998,12,1,23,263,WHIGH,335,117,218,6,1.098217492,0.360719132,5,0,55,62,203,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,
474,1998,12,1,23,263,WLOW,71,35,36,3,0.921501561,0.30267524,30,0,35,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
475,1998,12,2,24,264,WHIGH,108,47,61,5,1.316868974,0.432537122,9,49,18,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
476,1998,12,2,24,264,WLOW,257,234,23,4,0.686199039,0.225388071,17,0,28,206,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
477,1999,1,1,1,265,WHIGH,172,55,117,6,1.202723827,0.395045151,18,1,31,24,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
478,1999,1,1,1,265,WLOW,59,49,10,4,0.909506702,0.298735424,8,0,41,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
479,1999,1,2,2,266,WHIGH,65,62,3,3,0.216408405,0.071081232,2,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
480,1999,1,2,2,266,WLOW,26,4,22,3,0.882827544,0.289972422,17,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
481,1999,2,1,3,267,WHIGH,67,14,53,4,1.212569603,0.398279082,19,0,14,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,
482,1999,2,1,3,267,WLOW,141,0,141,3,0.615412863,0.202137733,108,0,0,0,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
483,1999,2,2,4,268,WHIGH,50,9,41,4,1.306866199,0.429251623,20,0,9,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
484,1999,2,2,4,268,WLOW,60,0,60,2,0.360230521,0.118320863,53,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
485,1999,3,1,5,269,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
486,1999,3,1,5,269,WLOW,71,1,70,4,0.646121989,0.212224414,57,0,0,1,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
487,1999,3,2,6,270,WHIGH,18,4,14,5,1.440481742,0.473138816,1,0,0,4,2,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,
488,1999,3,2,6,270,WLOW,172,0,172,3,0.668754119,0.219658134,122,0,0,0,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
489,1999,4,1,7,271,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
490,1999,4,1,7,271,WLOW,681,0,681,6,0.514708798,0.169060603,599,1,0,0,43,17,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,
491,1999,4,2,8,272,WHIGH,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
492,1999,4,2,8,272,WLOW,413,0,413,5,0.686024152,0.225330628,329,3,0,0,59,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,
493,1999,5,1,9,273,WHIGH,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,
494,1999,5,1,9,273,WLOW,146,0,146,4,0.924724835,0.303733953,61,2,0,0,75,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
495,1999,5,2,10,274,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
496,1999,5,2,10,274,WLOW,218,43,175,6,1.309410061,0.430087177,118,23,42,1,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
497,1999,6,1,11,275,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
498,1999,6,1,11,275,WLOW,575,157,418,6,1.087775385,0.357289331,335,16,154,3,59,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
499,1999,6,2,12,276,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
500,1999,6,2,12,276,WLOW,403,91,312,6,1.394757266,0.458120212,137,12,77,14,148,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
501,1999,7,1,13,277,WHIGH,274,270,4,3,0.277152173,0.091033053,0,0,256,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
502,1999,7,1,13,277,WLOW,183,119,64,5,0.842663751,0.276780273,54,2,0,119,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
503,1999,7,2,14,278,WHIGH,12,4,8,2,0.636514168,0.209068641,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
504,1999,7,2,14,278,WLOW,480,384,96,6,1.015282342,0.333478358,60,1,63,321,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
505,1999,8,1,15,279,WHIGH,192,192,0,2,0.355991891,0.116928648,0,0,22,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
506,1999,8,1,15,279,WLOW,219,208,11,4,0.245219425,0.080544463,6,1,0,208,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
507,1999,8,2,16,280,WHIGH,1283,1277,6,3,0.050845484,0.016700644,0,0,4,1273,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
508,1999,8,2,16,280,WLOW,13,0,13,2,0.429323022,0.141014898,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
509,1999,9,1,17,281,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
510,1999,9,1,17,281,WLOW,20,0,20,2,0.325082973,0.106776343,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
511,1999,9,2,18,282,WHIGH,329,300,29,7,0.936683587,0.30766191,2,1,89,211,21,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,
512,1999,9,2,18,282,WLOW,118,0,118,4,0.281792047,0.09255706,111,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,1999,10,1,19,283,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
514,1999,10,1,19,283,WLOW,35,9,26,4,1.029858815,0.338266127,21,2,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
515,1999,10,2,20,284,WHIGH,19,6,13,2,0.62365485,0.204844885,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
516,1999,10,2,20,284,WLOW,14,0,14,2,0.410116318,0.134706289,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
517,1999,11,1,21,285,WHIGH,19,2,17,3,0.660578888,0.216972908,15,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
518,1999,11,1,21,285,WLOW,17,0,17,3,0.752974683,0.247321115,12,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
519,1999,11,2,22,286,WHIGH,91,46,45,7,1.288135218,0.423099269,2,4,46,0,28,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
520,1999,11,2,22,286,WLOW,45,7,38,4,1.250646995,0.410785935,22,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521,1999,12,1,23,287,WHIGH,26,3,23,2,0.35762716,0.117465766,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
522,1999,12,1,23,287,WLOW,95,3,92,6,1.613945965,0.530114656,31,21,3,0,14,0,0,8,0,0,0,0,0,0,18,0,0,0,0,0,0,
523,1999,12,2,24,288,WHIGH,11,4,7,3,0.916464886,0.301020901,1,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
524,1999,12,2,24,288,WLOW,118,0,118,3,0.490882156,0.161234534,101,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
525,2000,1,1,1,289,WHIGH,63,0,63,4,1.26092587,0.414162121,10,19,0,0,27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
526,2000,1,1,1,289,WLOW,136,0,136,4,0.594168221,0.195159744,113,1,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
527,2000,1,2,2,290,WHIGH,3,0,3,2,0.636514168,0.209068641,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
528,2000,1,2,2,290,WLOW,266,0,266,4,0.464972574,0.152724305,234,0,0,0,16,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,
529,2000,2,1,3,291,WHIGH,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
530,2000,2,1,3,291,WLOW,201,6,195,5,0.728520648,0.239288973,161,2,0,6,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
531,2000,2,2,4,292,WHIGH,156,105,51,6,1.006134722,0.330473742,33,0,104,1,6,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,
532,2000,2,2,4,292,WLOW,39,7,32,5,1.048869101,0.344510222,25,0,6,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
533,2000,3,1,5,293,WHIGH,28,24,4,3,0.49044991,0.161092559,1,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
534,2000,3,1,5,293,WLOW,451,58,393,6,1.216961193,0.399721539,274,55,48,10,55,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
535,2000,3,2,6,294,WHIGH,93,77,16,3,0.523931596,0.172089911,0,0,77,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,
536,2000,3,2,6,294,WLOW,511,114,397,5,0.930658208,0.305682821,343,3,114,0,22,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,
537,2000,4,1,7,295,WHIGH,23,5,18,4,1.302303112,0.427752838,0,0,5,0,0,10,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
538,2000,4,1,7,295,WLOW,92,39,53,5,1.458578763,0.479082941,26,0,32,7,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
539,2000,4,2,8,296,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
540,2000,4,2,8,296,WLOW,145,2,143,4,0.797873716,0.262068594,107,0,0,2,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
541,2000,5,1,9,297,WHIGH,84,66,18,3,0.646188892,0.212246388,13,0,66,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
542,2000,5,1,9,297,WLOW,216,92,124,5,1.157268539,0.380114965,91,5,92,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,
543,2000,5,2,10,298,WHIGH,20,20,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
544,2000,5,2,10,298,WLOW,240,0,240,4,0.296892519,0.097516942,225,0,0,0,4,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,
545,2000,6,1,11,299,WHIGH,15,4,11,2,0.579915171,0.190478206,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
546,2000,6,1,11,299,WLOW,391,166,225,6,1.167197065,0.383376076,205,1,55,111,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
547,2000,6,2,12,300,WHIGH,2567,2533,34,4,0.152286542,0.050019846,33,0,40,2493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
548,2000,6,2,12,300,WLOW,1309,1149,160,6,0.44183654,0.145125073,148,6,6,1143,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
549,2000,7,1,13,301,WHIGH,74,13,61,3,0.664288859,0.218191481,57,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
550,2000,7,1,13,301,WLOW,154,0,154,5,0.894828531,0.293914251,111,25,0,0,2,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,
551,2000,7,2,14,302,WHIGH,24,0,24,3,0.814644505,0.267577107,9,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552,2000,7,2,14,302,WLOW,33,0,33,4,0.585164682,0.192202453,28,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
553,2000,8,1,15,303,WHIGH,45,30,15,4,0.798212199,0.262179772,1,0,30,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
554,2000,8,1,15,303,WLOW,24,0,24,3,0.456334432,0.149887032,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
555,2000,8,2,16,304,WHIGH,64,46,18,5,1.269304959,0.416914306,11,0,12,34,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
556,2000,8,2,16,304,WLOW,29,14,15,4,1.148920252,0.377372897,14,0,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
557,2000,9,1,17,305,WHIGH,103,62,41,7,1.380244061,0.453353223,31,2,44,18,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
558,2000,9,1,17,305,WLOW,70,64,6,3,0.331128001,0.108761886,5,0,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
559,2000,9,2,18,306,WHIGH,101,99,2,4,0.361398535,0.118704507,1,0,7,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
560,2000,9,2,18,306,WLOW,319,291,28,4,0.366672142,0.120436669,17,10,0,291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
561,2000,10,1,19,307,WHIGH,30,19,11,3,0.897501079,0.294792072,4,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
562,2000,10,1,19,307,WLOW,13,0,13,2,0.666278442,0.218844977,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
563,2000,10,2,20,308,WHIGH,159,22,137,7,1.468902598,0.482473895,75,35,17,5,17,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,
564,2000,10,2,20,308,WLOW,75,8,67,4,0.706399946,0.232023235,59,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
565,2000,11,1,21,309,WHIGH,61,0,61,3,0.763663306,0.250831886,39,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
566,2000,11,1,21,309,WLOW,27,0,27,2,0.15841057,0.052031336,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
567,2000,11,2,22,310,WHIGH,117,35,82,5,1.240185997,0.407349928,12,0,17,18,66,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
568,2000,11,2,22,310,WLOW,382,31,351,7,0.63292883,0.207891005,323,1,9,22,23,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
569,2000,12,1,23,311,WHIGH,110,0,110,1,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
570,2000,12,1,23,311,WLOW,202,26,176,5,1.27156259,0.417655845,104,3,26,0,33,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,
571,2001,1,1,1,313,WHIGH,150,0,150,2,0.262177129,0.086114369,139,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
572,2001,1,1,1,313,WLOW,81,0,81,4,1.160984962,0.381335656,41,0,0,0,17,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
573,2001,1,2,2,314,WHIGH,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
